text,label
"#Democrat controlled city with strict gun control laws and @USER wants to blame the #GOP Um, isn’t it you rich #Democrats trying to keep the blacks in poverty? #WalkAway URL",GRP
#MAGA Tell me ONE good thing #trump has done as #president. I dare you! He is the worst president in history.,IND
Antonia Evans was either sex trafficked or cremated.,IND
"@ ALL FAMILY/FRIENDS , do not tell me  bad shit that your bf/gf did to you just to go right back to them!!!",GRP
#GOP still acting like the wimps they are.. What!? they haven’t yet realized that Liberals will hate them regardless of their sentiments.. Either Republicans are just too stupid to get out of their own way or they’re just tilted to far left.. #ConfirmKavanaughNow,GRP
#Kids Beating #Paraplegic #Trump #Boy!  #Left Teach Their #Children Hate Violence!  #schools #teachers #Democrats #Liberals #WalkAway #Moms #Mother #NEA #teachthemyoung #Christian #Catholic #Jews #Evangelicals #family #BlackWomen #BlackTwitter #Blacks #News #Media #Disabled #MAGA URL,GRP
#IDIOTS Is there nothing beneath them? Lol. What fools Liberals are! #MAGA #KAG 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 URL,GRP
!!!!bitch i’m fucking coming back URL,IND
@USER @USER Awwww she is so stinking cute! How old is she now?,IND
@USER @USER @USER She is the most disingenuous person in the Senate. If she was my Senator I would hide in shame after her despicable behavior in the SCOTUS hearings.,IND
And have a bitch thinking you niggas have money and you tf don’t.,GRP
#Kalyani is a very stupid teenager. I totally despise her for the atrocities she is doing towards Aunty Anupriya. She blames her for her mom’s death. She should stop and listen to Anupriya side of the story before she makes vile accusation   #TujhseHaiRaabta #ZeeTVSerials,IND
Am I a dickhead ???? Probably yes,IND
#tytlive Trump needs to go because he is a danger to the country and the world.  Any way we can get rid of him is good,IND
#Coupdetat of #Spain in #Catalona. #Spain is a  #fakedemocracy @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER #cddr #shameonSpain #WakeupEurope @USER @USER URL,GRP
@USER These are all  coranated attacks from idiot loons! They will get worse much worse before the election! Can u imagine idiots who want to get rid of the economy and their 401 along with interest rates just because he is not a polished politician? Idiots!,GRP
#David #Miliband #DavidMiliband flew away  in #NewYork to be with the #US #Liberals #Democrats - had to flee #Corbynists hatred of Jews,GRP
#NoPasaran: Unity demo to oppose the far-right in #London – #antifa #Oct13 — Enough is Enough! URL,GRP
"699. Just wanted to tell you you should Hang Out With Me More. i think it’ll be fun! Also, lmao dick for a tongue? So people can easily suck me off. HAHA kidding aside, i aint want a tongue as my dick that looks hella weird.. but my choice was weird to but WHATEVER",IND
#Nigeria #Naija #9ja 'You are the most incompetent leader in Nigeria’s history' – Atiku blasts Buhari URL By championnewsng Via URL,IND
#Hypocrites #DemocratsHateAmerica #LiberalismIsAMentalDisorder EVERYTHING LIBERALS TOUCH TURNS TO ABSOLUTE SHIT... URL,GRP
"4. (Part 2) Didn't have to think too hard to come up with Gabriel. They're a lizard themed, glitter bombing, antifa mech pilot using their superhero powers to take down corrupt logging companies. They're a buff lesbian with hearts on their uniform. Literally what's not to love?",GRP
@USER #Gutierrez has always been nothing more than a #racebaiter,IND
"#tytlive OMG how can a Latino faith based woman think that Trump is Christian.  Wow, he is the poster child for immorality and hating Latinos",IND
"#BCOG @USER she is cool, confident, cocky, and she kicks ass!!! @USER @USER @USER URL",IND
"#Conservatives We mus pray for liberals. They trooly kno knot watt they do. I was brot up socialist democrat, by my wonderful, but, ignorant parents. I served inda military. I learnd I can serve Christ, too. Eye reel -eyesed CONSERVATIVISM was more closely aligned w God.",IND
"#Conservatism101   It's not about our disagreements with #Conservatives. Its that Conservatives can't debate honestly, and they have no integrity. Whatever gets them thru today, is all that matters to them. They're fundamentally dishonest people. URL",GRP
@USER #Carrey is a #pervert himself!,IND
#Conservatives @USER - You're  a clown!  URL,IND
#ConstitutionDay It's very odd for the alt right conservatives to say that we are ruining the constitution just because we want #GunControlNow but they are the ones ruining the constitution getting upset because foreigners are coming to this land who are not White wanting to live,GRP
#America  ... tear down that #Wall! URL #tcot #partisanship #Trump #thewall #Borderwall #liberty #civilsociety #think #Conservatives #Democrats #Progressives #liberals #Independent #libertarians #GOP #DNC #CriticalThinking,GRP
@USER Got to love that the people making the laws tend to know nothing about the subject they're making the law for. You should hear some of the gun control laws people try to pass here in the states.,GRP
#ArrestGeorgeSoros He Funds #DomesticTerrorists #Antifa URL,IND
And that’s why you were at NYFW cause your such a class act.. getcho wack ass outta here URL,IND
"#ArianaAsesina? Is that serious?! Holy shit, please your fucking assholes, don't blame someone for the death of other one. She is sad enough for today, don't you see? It isn't fault of none, he had an overdose and died. End. Stop wanting someone to blame, fuckers.",IND
"#Antifa, September 22: Stop the fascist NVU in #Amsterdam! URL",GRP
#Antifa: Take note of how to protest with civility.   This is why socialism (aka communism) will never win. It is inherently evil and unsustainable. URL,GRP
"@USER #WalkAwayFromAllDemocrats  Michelle was there 8 years and we sure don't need any more bad advice from her now. We have a new Sheriff in Town, who's  #MAGA.  Get out and VOTE - ALL COLORS, ALL GENDERS (AKA) ALL AMERICANS!!! URL",IND
"#LifeIsButepu when you are black and can say the word nigga"". Feel me my niggas??? URL",GRP
#DregsOfSociety  ??? #Deplorables   Liberals usually dehumanize those they want to exterminate later URL,GRP
#TheView #BothamJean I don't believe #AmyGuyger she is a lying pos! I live near a police station..I hope and pray a cop doesn't bust up in my house thinking it's his/hers and kills me..my God..we/people of color are police prey..we're always in police cross-hairs..no matter what,IND
100 Round Goon Bitch Is You Kiddin Me🤣,IND
"...what about death _metal_? I want more death METAL... Tell me, you hateful Keebler Elf, WHERE CAN I HAVE MORE DEATH METAL???? URL",IND
"#DeSantis=DeRacist, as bad a choice as he is, he “distanced” himself from the Prez’s comments today questioning any deaths in Puerto Rico from Hurricane Maria @USER @USER #whataputz",IND
And she has a pet??? Fucking disgusting URL,IND
@USER @USER 😂 You do not like the Jewish people because you ALL claims they are holding all the money. Sound familiar? Your left wing libtard  family is the family of the KKK. You do not hate Jews? That’s funny. Gun control; even funnier. Good luck,GRP
"#Christian #America – If we go by #Trump’s example, where liberals support open borders, I guess conservatives support school shootings.   Please explain how this makes America great again.",GRP
"#Resist traitors caught on video breaking our laws to further their #Communist #Socialism ways and slow down the #Trump agenda. They are the DC Chapter of Democrat Socialists of America. Forget anTifa, that is a distraction from the real Resistance. #MAGA  URL",GRP
#NightMayor 's DT cycle track can easily open Antifa tennis courts inside Crescent Heights until we are able to trash Nenshi’s communist vape shop!,IND
Anyone who finds M*neta's behavior funny can fuck off and die,GRP
"#Ford's attorney says she's receiving death threats and has had to move her family to safety"". Where's the proof that #Democrats #Antifa are not doing this to promote this circus?""",GRP
@USER How is she hiding her ugly personality. She is the worst.,IND
#FemiNazis are Liberals so #MeToo only counts when they blame a non-Liberal man. #Bizarro  #KAG2018 ❤️🇺🇸 URL,GRP
#DemocratPartyOfDomesticTerrorists #Fascist #Antifa #FemiNazi   Don't Just #WalkAway RUN! URL,GRP
#ICYMI - Liberals' Favorite Myth That Obama Was a Law Professor Is Now Destroyed?! URL,IND
#MAGA #Qanon #GreatAwakening #inners #WWG1WGA #NowComesThePain #WalkAway #GoodbyeDemocrats   Ellison Accuser Says She's Been Sidelined By Her Own Party URL,IND
"#CALIFORNIA PATRIOTS... especially those in #CA21  Obama/Soros are attempting to take this House seat to get control of Congress.  Say no to TJ Cox.  He is a shill Candidate fronted by the dastardly duo.  Please get out and vote David Valadao for House, Dist 21! Follow @USER URL",IND
"#Ted always has a feel for the most appropriate public behavior. But, often, he is unable to control himself. #GOPDysfunction URL",IND
#BlackInkCrewCHI lily they don’t hate you....you Hate you. You are your own worst enemy cause you let your anger get in the way I legit feel like Shes one of the kids I Work with at my job,IND
@USER Damn I felt this shit. Why you so loud lol,IND
. . . What the fuck did he do this time?,IND
"@USER @USER Put DeLauro in a police lineup identifying the bag lady"" - she would be picked everytime! She has to be proof either Conn voters are incompetent to vote or she is part of a vast voter fraud conspiracy! No one votes for a woman that gross!""",IND
#Liberals always up to dirty tricks to get their way. 👇👇 URL,GRP
@USER I BET she is a lot safer when she has sex now tho ? Or she wouldn’t have just one but a few kids . Why cant moms get dicked down too ?,IND
"#PoliticsInFocus Look Donald! You are only a duck, stop patronizing me! URL",IND
@USER #metoo are all racist!,GRP
#StopKavanaugh he is liar like the rest of the #GOP URL,IND
"#Barbara Boxer If LIBERALS Want to Use RAPE as a Political Tactic! THEY Had Better Have Some HARD EVIDENCE! Her Word Isn't Evidence!!! Its Called HEARSAY . On that note, I Could Say ' YOU  ' Cornered Me In A Bathroom, And put YOUR Hands All Over Me' 35 Years Ago. PROVE ME WRONG URL",IND
#ibelieveblaseyford is liar she is fat ugly libreal #snowflake she sold her  herself to get some cash !! From dems and Iran  ! Why she spoke after  #JohnKerryIranMeeting ?,IND
88% of these niggas have podcasts and YouTube channels dedicated to this and shit ain’t getting solved so URL,GRP
@USER - WORST POTUS.  EVER!,IND
#Cuckservative Traitors Are Worse Than Fortnite Players URL #Conservatives #TriggerWarningRadio,GRP
#BlaseyFord It’s so comical that liberals always want it both ways first women need to be treated as equals but when it comes to Ford testifying they say it’s unfair to have more men asking her questions. Which is it Dems are women equal or should we receive special treatment?,GRP
#Feinstein you cant say anything truthful.  You are a loers and liar. URL,IND
"#DisarmThem? This goes to show how moronic Antifa types are, because this is a good way to encourage some dumbass to rightfully get speedrocked. Open carry users practice weapon retention. Gun grabs will go very badly for you if you try. You will get shot, so don't do it. #2A URL",GRP
"#disarmthem #antifa Please NO ONE be stupid enough to do this. Most of us DO NOT open carry, most of us carry concealed. Anyone stupid enough to do this, that is considered an act of aggression and you will be shot We also carry more than one weapon. We shoot to kill, not maim.",GRP
@USER @USER Who the hell does he think he is?,IND
#Liberals are so pathetic!  INNOCENT UNTIL PROVEN GUILTY mean much?  #Democrats should look at their own party if they need a rapist to hang!  #KavanaughIsInnocent #WalkAwayFromDemocrats. #LiberalLies are straight from the Pitts of HELL 🔥 URL,GRP
"#EuropaLeague Song the EU, cash your remaining chips in and p*ss off 👍 You've played all your cards and liberals in the U.S too.  Brexiteers and Trump takes it all so be nice eh and life'll be better for everyone.  URL",GRP
#TheView stormy was in trapped by a dollar bill in her face poor pornstar but no worries the Democratic Party she is the leader of,IND
@USER @USER @USER @USER Then why aren’t there so many shootings in Virginia?  Jacksonville shooter got his guns IN MARYLAND!! Among the poster children for gun control!  What good did that do?!  You’re full of crap.,GRP
@USER omg is he for real ?!?!!??????) this happened in peru like 40 years ago and the Inti devaluated so fucking much that they had to comoletely change the coin system because our money was worthless i-,IND
"#Dems are disgusting. They only believe women who accuse conservatives of abuse crimes. When liberals are accused, they ignore the accusations. URL",GRP
#LiberalLogic  #Kavanaugh looks predatory. Therefore he's guilty.  #Liberals are DANGEROUS people who should not govern anyone or anything. URL,GRP
"#FamiliarWife JH-OMG, she is crazy WJ-Wait!....yes, I am interested in assistant manager Cha BH-You guys look like a good pair VO-Are you having some""? Just sit over here JH-Don't do it! WJ-Lets live our own life. Lets do it News-Collision on hwy, there is congestion JH-Woo-jin~ URL",IND
"50 Cent Calls Out Joe Budden's Bullshit"" On Instagram URL URL",IND
#Conservatives Govt have run up debt in spite of austerity cuts while the rich have doubled their wealth. #inequality  URL via @USER,GRP
"@USER #ThoseThatAreTheLoudest are afraid, JUSTICE is coming #Bono is a scam just like the #ClintonFoundation #PedoWood #Haiti URL",GRP
"#ThingsDarthVaderWouldNeverSay yup , white mask privilege at it's finest. Always trying to keep a black mask down #BlackLivesMatter #Qanon #Antifa #AlexJones #Infowars #StarWars #maytheforcebewithyou #thirdshiftzombies #Podcast #radio #WhiteSupremacy URL",GRP
"#BlueWave #DumpTrump …give my love 2, or cooperate/compromise w/, conservatives/Trump supporters who constantly vilify marginalized groups, who constantly attack women’s rights 2 make choices about their own bodies,…",GRP
@USER #Diversity only works when those joining the new group want to be a part of the team.   #Islam hates every non-Muslim   #Fail  #Unicorns,GRP
#Conservatives have no genetic ability to understand #hypocrisy or #irony. Right wing ideology gets ya all twisted in knots. #onpoli  #Ontario  #PartyOfYesteryear  @USER  #FraudNation URL,GRP
"#Kavanaugh is a disciple of Anthony Kennedy, who 🎁ed liberals w/3 unconstitutional opinions! He's Trump's con to con conservatives to 🤔ing #SCOTUS is moving right! Were @USER smart, they'd do everything to get BK the 🏁. But they won't! Idiots! #TuesdayThoughts URL",GRP
#crazyredhead in very #angry at the #orange #cheeto  Who claims to be our #president .  She will never accept it.  Denying all the lives lost in Puerto Rico? He is a #monster #… URL,IND
#Antifa protest in #Athens for the 5 years after the murder of Pavlos Fyssas by Golden Dawn.  Their voters are complicit to their crimes. #KillahP URL,GRP
"@USER I have three accounts. Two quasi-anonymous, and one completely anon. And if twitter ever bans one of the quasi-anon, I'll make two anon accounts and tweet the most insane shit. I will drown twitter in bullshit. If one of those is banned, I'll make even more.",IND
#Bakersfield is why we need gun control! Sorry for the victims other than the gunman himself I hope he rots in hell!,IND
"#Elitist #Actors #NBC #Liberals of #Dems in #Hollywood at the #Emmy Awards a 'toothless' #NBC self-promotion onslaught peppered with #MeToo cracks but it was planned, staged and okay because they are #Democrats #Socialist #Liberals of the #Left #WALKAWAY ! URL",IND
All I’m saying if we cool and you feel any type of way about me.. speak the fuck up.,IND
#BoycottNFL .@USER You are dead to me. @USER @USER URL,IND
@USER The kindest explanation is that he is tone-deaf.  It's hard to feel kind when he and his ilk do this repeatedly.,IND
#AVALANCHE I'm sorry! I see you! I love you! I was an asshole! You know how we are #maga,IND
#JoinTheFight    Join the fight against American Communists... Democrats  and  Liberals have taken this crap to the edge and there is no coming back. They are  openly promoting the Destruction of  AMERICA.  #JoinTheFightAgainstCommunism URL,GRP
"#Trump Really, everything Trump does is another piece of evidence for obstruction of justice. He is a talking crime machine.",IND
@USER #Holder needed to be impeached,IND
"#AmazonPets Etta can be tricky to photograph because of her colouring, but she is BEAUTIFUL and she knows it. She is in charge, has first dibs on treats, and will shout for our attention whenever she comes in the house. She kills wild rabbits but hangs out in the hutch with ours. URL",IND
@USER @USER @USER Fascism was also against liberals as is Antifa according to your meme.,GRP
#FF @USER he is an alien from the future 🙌🏻👽🌃 URL,GRP
#FortniteBattleRoyale #XboxShare @USER   Please ban this cheating scum.  he is literally invisible URL,IND
#EmmyAwards2018 - Ratings tank as expected.  Who can possibly stand to watch so many liberals in one place at one time.,GRP
@USER #MoreBS = MORE #BARRYSOETOROBULLSHIT,IND
". a grown ass woman, probably 10 years older than me is currently spreading rumors rather than talking to me about it, nice work you got there satan ❤️",IND
#LiberalismIsAMentalDisorder #Hypocrites #DemocratsHateAmerica #DemocratsAreDangerous EVERYTHING LIBERALS TOUCH TURNS TO ABSOLUTE SHIT. URL,GRP
"#Antifa are mentally unstable cowards, pretending to be relevant. URL",GRP
#MSNBC #Hardball @USER Bingo you are absolutely correct he cannot bring President Obama down. He can’t get over how President Obama humiliated him at the White House correspondents dinner and I can guarantee you that is a definite driver of his hate for President Obama,IND
"#ColinKapernaeck has done nothing but sit on his ass and complain. It’s time black people and die hard white liberals, who think they are down with the cause aka @USER to wake the heck up or STFU! Colin is not a Civil Rights hero or martyr. No where near it.",IND
"#Conservatives £2 bn Housing on-trick @USER -  What a crock of sh#te""! @USER #HousingCrisis  URL",IND
#StopEtchecopar? Fuck you all 🖕🖕🖕🖕🖕 Que florezcan mil Baby Etchecopar 🌻🌻🌻,IND
"#Khaleesi kinda watching #HIAC ! Wtf does she think she is, a person? Pffft pathetic URL",IND
Anytime I randomly bust out laughing it’s because I remembered some dumb shit Albria said 😭😭,IND
#Austerity Low pay #TuitionFees  Lack of housing Wages falling #UniversalCredit Unaffordable rents #NHS crisis Crap railways Empty shops #Brexit No deal exit from EU #Windrush #Grenfell   In just 8 short years the @USER have completely fucked the UK,IND
#BelieveAllWomen just when I think things can't get dumber.. this happens.. liberals probably don't realize this because they are children but this isn't equality. How about we treat women an men the same.. pretty sure that'll have better results for culture,GRP
@USER @USER @USER @USER @USER @USER @USER @USER @USER I’m shocked to learn human traffickers had guns.  Some probably illegal too.  CA needs more gun control.  But don’t worry about the actual crime.  The pic of black guns is worse.,GRP
"#ConfirmKavanugh now, stall tactics are DC cronies only recourse. No more delays.  #VoteRed to end this madness and to #MAGA",GRP
"#JoeScarborough is a vile excuse for a journalist"". Here he is criticizing #Trump yet refuses to come clean about the death of an intern in his office. Stop talking about everyone else and start talking about YOUR INVOLVEMENT WITH #LORIKLAUSUTIS. @USER",IND
#ConfirmKavanaugh ✅ #Kavanaugh #SCOTUS #POTUS45 #PresidentTrump #AmericaFirst #MAGA#KAG 🚫Anti #Trump liberal activist Accuser  #Ford makes accusation but  not willing to be subject 2 B question? Suffer the consequence of filing a false charge #LockHerUp  URL,IND
All two of them taste like ass. URL,GRP
@USER @USER And Browning looked like dog shit against the same FCS school. What’s your point?,IND
@USER oh fuck off 😂😂,IND
"#Kavanaugh The moment #BlaseyFord is exposed as a fraud, expect a new accuser to surface. Liberals are a one trick pony. #LiberalismIsAMentalDisorder",GRP
#Texas Ted Cruz campaign is sending people solicitations disguised as official looking county summons. Elderly residents have been confused by the notice to appear. He is so skeezy.    URL,IND
#FortniteBattleRoyale #XboxShare @USER   Please ban this cheating scum.  he is literally invisible URL,IND
"#bb20 actually question why do people want Jc to win more than Angela? He has been way meaner, says the n word repeatly, makes fun of eating disorders, and sexually harasses houseguests.She is just as much as an underdog to win so dont use that excuse. #bb20  #tangela",IND
"@USER * Puerto Rico is destroyed; more than 3,000 die * Trump visits, and throws paper rolls at people * 11 months later, Puerto Rico is still waiting for help * Trump says everything is fine, and his visit was a great success  🤔",IND
@USER @USER @USER @USER Beats the hell NJ out of me lol. Dude already made the assumption that I'm antifa. He even ignored all the evidence to make that assumption.,IND
#DeclassifyDocuments I love watching liberals like Maria squirm. #Outnumbered,GRP
#Democrats #Liberals you are being #threatened by #Armed #Nazis and you talk about #disarmament of yourselves and of #Disconnection from the #Military #Lifestyle ?  You should #broadcast your #Armory and #killSkills #RightFuckingNOW URL,GRP
"@USER  Stick to Comedy ... You weren't that funny yo start with, but that political commentary of yours is pathetic !!!",IND
"#FailedDemFeinstein should have quit decades ago. She is a disgrace.  Feinstein blames GOP after Kavanaugh accuser stays mum, admits 'I can't say everything's truthful'  URL",IND
#SierraBurgessIsALoser  She is me when my phone dings 😂,IND
#SesameStreet #BertandErnie the conversation about this is so unattractive. The creator says he didn't create a character gay and he is being attacked.,GRP
#Conservatives are more upset about #bertenernie being #gay than having a #sexualpredator in the @USER a hooker as @USER and a #rapist as #supremecourtjustice,GRP
#SerenaWilliams is so full of herself...she is just as painful to watch as to listen to...,IND
#DespicableDems lie again about rifles. Dem Distorted the Law to Push Gun-Control at Kavanaugh Confirmation URL via @USER,GRP
And🤷🏽‍♂️ females b on the same shit URL,GRP
#DrFord  #DearProfessorFord  Is a FRAUD Female @USER group paid for and organized by #GeorgeSoros URL,IND
#Beeto Just Demonstrated How To Lose An Election In #Texas   URL #MAGA @USER #rkba @USER #DVC,IND
#HonourSacrificeBoycottMatch I hope d human rights rats r happy!hope Sidhu is happy!  I hope d liberals r happy! Let’s play cricket wth thm let’s thank thm 4 wht they r doing 2our soldiers Let’s celebrate our impotence funny a piddly little nation like pak is taking us 4 a ride,GRP
"@USER #DavidHogg, you're nobody.",IND
#Kalyani is a very stupid teenager. I totally despise her for the atrocities she is doing towards Aunty Anupriya. She blames her for her mom’s death. She should stop and listen to Anupriya side of the story before she makes vile accusation   #TujhseHaiRaabta #ZeeTVSerials,IND
"#Emmys  Well, most of those ex-crackheads are liberals and Democrats; so ...",GRP
#auspol  I don't know why he is still in his job. Seriously. URL,IND
