text,label
I pretend to put my cock in jenelles mouthand pull it away last second and pound that bitches teeth out. Then thrust punch the mouthy cunt,0
i am s1-3 damon salvatore's bitch. i've been called a white man's whore,0
Theon greyjoy is a cunty cunt that deserves getting his dick cut off. Traitorous bitch #gameofthrones,0
"@KWintie @shoe0nhead @marinashutup Kristi you fugly looking bitch, the only wrong you had to right was that you loo… https://t.co/5AbFRAirOF",1
"@Heidi_Villegas Hahahaha bitch, I watched that video and the whole time I was like ""Kim wants to just get up and leave.""",0
Depression isn't just a bitch. It's a Cunt! Still gutted about the Chester Bennington news. #LinkinPark,0
Lana i love you bitch. Put that flag back up hoe 🇺🇸 #lustfoflife,0
Happy birthday to my bitch ass cousin  @_kneesha 😍😘😘  Love You hoeeeee,0
"Stop playing with these women hearts. Karma ain't a bitch to play with, she really has no feelings.",0
@vickytibbbs @laurennnnpeace @Fuxk_u_whore @Bethwoolrich @jasminekenyonx1 @LucEarle @xyzhui yes bitch lookin good xx,0
He says if you buy a bitch some shoes shell walk out your life in them. So baby im buying you jelewery,0
He gone tell me he gotta come to MY house so ME can wake him up for work in the am😒 bitch have one of yo hoes wake you up,0
Your hoes be eating dick so skip the kissing ( stop it bitch ),0
i am not the one defending racists. you are. you NEED knowledge. bitch suck a dick and die slow hoe. https://t.co/iA9Rf0KSBD,1
I want their puma shoes but a bitch is broke and cant afford them,0
Do ppl just assume I'm a whore bc of how I look? Bc bruh this Bitch can't even get a text back soooo 💁,0
"Broke niggas ain't shit cept to a broke bitch, and a hoe witout no dough is a hoe you won't see me wit.",0
@BradTheLadLong Bitch??? Excuse you??? How dare you?? Who do u think u r you hoe?????,0
all imma say was harry was a cunt and I wanted his bitch ass to die,0
@serHoe45 Every time I try to be in my feels you always gotta ruin it like shiii let me be a depressed bitch  😂,0
"Bitch wtf is that noise, are the bugs making noise already too??? like go back to sleep you assholes",0
These hoes gone break your heart but aye that's yo down Bitch tho,0
"I know every word to Trina's Nann  Hoe verse, da baddest bitch x Trina, my neck x back x khia, crush on you & queen bitch x lil kim",0
"@DatboiDemi @iThrashHoe_ 😂😂 bitch you gay, you know what I mean",0
MOTHERFUCKING BITCH DICK CUNTBAG LARD EATING ASS SU... — i'm gonna make this my bio tell me who this is i wa... https://t.co/JVJrEGTC8V,1
just spent a whole 16 minutes in court..... bitch it takes longer to drive there,0
@hoess_swagg52 @ChingChangGino Send me your info please cause you too loose with this bitch word 😂,0
"Chicks be 2 weeks pregnant and be like ""what my baby needs, I got em""....bitch, your baby need facial features first hoe.",0
how can i get those mf shoes bitch,0
@GrouchBun What a whiny bitch! He doesn't think it's hard work not punching rude assholes like him in the face every day? Fuck him,0
i truly should've blocked carter when this bitch said orange juice and grape juice better than apple juice.,0
whoever's going down to smoke secretly can you please lock the front door i keep getting blamed for keeping it unlocked bitch wtf,0
"Mfs be like ""I'm at work"" NO BITCH you just collecting a whole pay check with out working bc you don't DO SHIT.",0
"For everyone who calls me a bitch, hoe, annoying, ugly, emo, etc. you're probably right congrats here's your medal good job 👏",0
Karma is a fat bitch!!! #asshole #shoutouttomyex,0
"I encourage all my friends to do everything so if they want to be a hoe, bitch I support you.",0
@GerekWright @tylerthecreator Lmao! Bitch SHUT UP! I'll fucking finesse your jaw hoe!,0
"I hate when people say ""don't throw shade, be direct"" like bitch your basically fucking up the whole concept of throwing shade .",0
"I wish the word hoe/hoes/whore didn't exist, I really feel like those words have the sexually liberated ladies scared to be themselves",0
OMM ILL BEAT A BITCH FUCK YOU PLAY ME FOR HOE,0
I feel like such a bitch and cunt rn 😭,0
"Miserable loves company 🤗, that's why a bitch can't get an argument from me , argue with yourself hoe cause I like to fight 😅",0
@phoenixvibes @BogdanValko you a straight bitch,0
"""Previously Deported Child Molester Re-Arrested In Arizona does """"sentenced to 8 years of intensive supervision"""" mean? He is re-entering US 7 years later!#BuildTheWallNow #MandatoryFullPrisonTerm #NoPleaBargain#DeportThemAll""",1
"**Illegal Criminal Alien Raped Young Girl In Alabama.**Elias Pablo, who is a resident of Guatemala and an illegal alien to the United States, has been charged with having sex with a child under the age of 12.#DeportThemAll#BuildTheDamnWall",1
Thank you @WHDLASD for doing nothing while a homeless man called me bitch and a hoe 3in. from my face while your patrol car was at the light,0
"@MyHoeStory kwontinue.   Karma is Bitch, keep that in mind.",0
Bitches Boyfriends/baby daddy/ husband be locked up for 10 minutes and already going out to be a hoe bitch you sad 😂,0
Just got a whole eyeshadow palette and three eyebrow pencils i am so ready to be a bad bitch shsyxgxjx,0
bitch im tired of these ghetto ass parents . if your want your kids shoes to flop off them then be my guest but dont bring them back,0
So I'm thinking my alarm didn't go off this morning and whole time I set that bitch for 6:00pm,0
YOU A BITCH @carroll484 AND YOU IN MY FUCKING CITY HOE. ILL SEE YOU SOON BITCH BOY,0
KYUNGSOO AND FUCKING BAEKHYUN IN TODAYS PERFORMANCE OF THE EVE FUCKING TOLD ME IM A DIRTY CRACK WHORE BITCHHHHH,0
"@Bencjacobs Ben, you are shit on my shoe still bitch.",0
Other people: gosh darn it  Me: god damn tittie fucking cunt ass bitch mother fucker,0
"CUPS BITCH I KNOW YOU READING THIS SO WITH THAT BEING SAID, YOU RUDE FOR NOT TELLING ME HAPPY ANNIVERSARY WHORE!!",0
@slutkIaus happy 4th birthday big bitch!,0
Depression is such a bitch man. Pls stop treating it as a joke. I fought depression my whole and I got help for it. I feel more at peace now,0
@tehseenp @PMOIndia you go and lick the shoe of italian bitch,0
And who claims rape on twitter lol. Uh come on now bitch .. https://t.co/Me4pkfnXw4,1
@DailyCaller What a cunt...stay away bitch,0
"You ruined the NBA you underweight, no hoes having, bitch @KDTrey5",0
i don't even know that rapist pedophile dyke tranny bitch whore. tell her to go suck her own dick! AND YOU DIDN'T K… https://t.co/xEsoFdpI4y,1
"Life's a slut, a dirty hoe, either way I can't bitch. -Young Jeezy",0
Why Females Assume You Got Hoes ?? Like Bitch Ian Got No Hoes 😒💯,0
@hoeslovejuju_ bitch you the one that said you wanted to play,0
@CNN A lovely African Rapefugee strikes again.,1
When dudes act like a chick they truly are a little bitch #hehoes,0
My man bag cost four thousand bitch your bag cost no thousand Ahahahahah ahhhhhh deexxxterr silly lil hoes,0
I hate when people line their shoes up around the room. Bitch you not USED to shit. Your ass need a closet ! 🙄,0
"I hate for females who hang with me but out here fucking my ""Property"" like bitch wtf you doing on my land! Hoe!",0
"people stay talking about ""I don't have her number no more"" BITCH THE WAY YOU STALK ME HOE YOU KNOW HOW TO GET AT ME BE FR‼️",0
im that bitch who goes thru the whole comment section to like all the comments talking abot jm it be like this,0
GOD BLESS AMERICA AND ALL THE BEAUTIFUL WOMEN IN IT  Yasssss bitch 👏👏👏 #LustForLifeListeningParty,0
Life's a bitch because a slut would be too easy .,0
hell yea bitch dis go hard as hell flocka i will suck big dick team slut all day and week month year and century i love big naps,0
@CuntlessFag @GoodFetishSG DO NOT IMSULT MY FANS BITCH,0
You trick ass bitch! All these broke ass hoes going too https://t.co/SzfH8NLlYk,1
"Bitches think it's easy for a nigga to trust them.Bitch we seen way to much to trust you just cuz u say u ""not like the rest of these hoes""",0
& mines better bitch! You playing with me on twitter like you wasn't fucking the friend. Shady ass hoe. https://t.co/3OOoLtaLoE,1
"I 👀 acting like you happy, 👀 you like to pretend. You call that hoe yo baby and that bitch be calling you her friend. #IPeepedIt 👀👀👀👀",0
@exohoe WELL BITCH TELL ME HOW YOU DOWNLOAD VISS,0
"This fat bitch Florence is apparently supposed to land right on top of me, so I'll be out of town (& likely offline) for a little bit, which means I'm officially a rapefugee.",0
I'm really too grown to get out w a Bitch to fight but it's a certain level of disrespect with you whores and I will handle mine,0
"bitches be expecting you to stay around while they hoe , bitch u crazy",0
@shortythrift You're not females you're hoes why do you think god tried to kill this bitch 2 years ago? You're noth… https://t.co/swjQMrKvuU,1
@DouglasGeng Rape a pregnant bitch n tell my friends I had a 3sum,0
@JournalsCunt BITCH DONT TEST ME,0
@Synaaf bitch pussy cunt fuck,0
@Jocelllyyyn OK BITCH WELL ILL LEFT SWIPE YOU AGAIN HOE BYEEEEE ‼️,0
And don't ask me who I'm talking about.. if you feel like that mothafuckin shoe fit then by all means bitch you rock it!,0
@aeshoel Bitch please??!! ahh I love you a lot too <3,0
@cecilialoveee_ don't do too much before I expose you baby hoe Bitch 😂😂😘,0
"To whoever stole my Birkenstocks at work today, you're a bum. Bum ass bitch.",0
"@PopCrave ""Cause every women has the right to do what it is that they want to do""   Guy: ""no no no""   BITCH WTF DO YOU MEAN NO",0
These bitches want you to bring something to the table... that other hoes are sittin at    Bitch.. i dnt do team meetings,0
If a guy gets out of a relationship and he fuckin a new bitch the next day then yall saying he a hoe??? Smfh,0
"It pisses me off when someone says that a girl is a whore, like grow the fuck up and learn to respect women",0
@newrisenphoenix My bitch brother.,0
"@TheNYevening What do you expect from a woman beating, goat fucking paedophile worshipper?!?!?!#BanMuslims #BanIslam #CloseTheFuckingBorders #SendThemBack to their shitholes!!",0
@SweeetRosy He's a bitch and a fucking cunt that should get his throat ripped out my canine's,0
KYUNGSOO AND FUCKING BAEKHYUN IN TODAYS PERFORMANCE OF THE EVE FUCKING TOLD ME IM A DIRTY CRACK WHORE BITCHHHHH,0
Hate when ppl text my phone and i don't know the number but I ask who is this and ask me a question bitch stop texting my phone whoever u r,0
She's a bitch...   No less than a whore. 😡 https://t.co/zeahpjeYCt,1
"@__SillyME I be baffled bitches quick to say "" you fucked this n that""  😂😂you a hoe you a freak bitch 😂😂 https://t.co/BGR5P6tbSD",1
"Money isn't everything , But everything needs Money...    Sike money everywhere bitch fuck all you haters, hoes and fake ass ""friends"".",0
"If you think your sarcasm will be offensive, say it, whoever finds it offensive is a bitch and you don't need such negativity in your life.",0
"Im going to explode if I have to listen to these entitled, privileged cunts bitch for ONE MORE SECOND about their inconvenient FREE flights",0
Linkin Park tunes whole day in dis bitch,0
Fat whore!!! Ugly bitch!!!    Me: https://t.co/PrCTAClHXz,1
"""The first sexual attack against a woman happened in Hungary. The criminal is a """"legal"""" afghan rapefugee. This is how Orban protects us.""",1
"@Peanut0423 Ian Connor raped that bitch too, stay woke",0
Why niggas be cuffin proud whores though? Nigga we use to call that bitch Smash Mouth,0
@90skillermgc happy birthday bitch i hate you come drive & see me you fucking hoe,0
I'm excited to get my new glasses Bc I turn into a whole new bitch,0
"So I got called a slut, whore and bitch for sticking up for @Its_Ricco_tho but j really don't care cause I got to my point",0
"""Illegal Alien Set Free On Bond by Obama Has Murdered a Woman and Kidnapped Her Baby @GOPLeader @HouseGOP Why do the citizens of the U. S. have to put up with these atrocious """"Illegal Alien Crimes"""" against Americans?#HonorYourOath#DeportThemAll""",1
"me to michael  ""i use to think that you could judge someone by their shoes but now that that bitch bought checked vans i guess you can't.""",0
@MikeHanchoe bitch please lmao no for real I want to leave lol,0
I hate you hoes know who Journee daddy is cause y'all think fuckin w/him gone make me mad bitch kys,0
"lmao just got told how i'm sitting is not ""pretty"" cos my whole ass apparently is on display lmao bitch please",0
i hate how hoes think they know me like bitch you got me bent . if you got sumn to say say it . dont beat around the bush 🙄 dum bitch,0
Every man Cheat and Every bitch lie. Call it Even Lil lil Lil whore #blacYoungstavc,0
I chose cunt instead of bitch because cunt is the worst curse in the world to the whities,0
"love a romantic date in mallorca , reminds me of Lauren's date she had in Palma city silly bitch I'm still jealous . Even if he was a cunt",0
Bitch you can't hoe me I laugh at everything 😂,0
@deecutelilnug Which one lol? That slap bitch is a cunt fuck that guy,0
@1800chokeawhore @Kakatshozi @pyepar @Mimi__Amina @La_Ju_melle @tricia @Bwomono @TulaWansi @SheilahGashumba She agay bitch?,0
ok I hate to be like that bitch but if your in the us how do you buy the shoes?,0
"This old ""friend"" called me a broke ass hoe and a week later he lost his job lmfao. Karma a bitch",0
"whoever called my phone private bitch don't do it, you don't want it😉",0
@PrinceTatted OMM he a whole bitch bro,0
don't speak on me bitch if we aint cool!!! none of you hoes!,0
"happy birthday to my hoe Bitch I love you hoeeee , turn up get some dick 😂😂💖",0
"Boy, bye😌 ""@diorwhore Delete his number and put a face mask on bitch it's recovery szn""",0
welcome to thailand bitch- we find rape culture very humorous and we make jokes out of it smh,0
Pussy ass bitch cunt fuck I HATE YOU.,0
how bout you mind your fucking business bitch. be moral....silently. hoe. https://t.co/fODCvxyPWC,1
"@sljoness___ @xo__reddd @iiM_JusJerricka Beat it bitch you was coppin pleas until I started hoeing you . ""I thought… https://t.co/jGudK33pNz",1
A nigga never go respect a bitch who post nothing but have naked pics on here or showing there ass 24/7. You go be looked at as a rat hoe,0
And me and my friends are all hostile cunt bitches,0
"When my sister and her boyfriend was arguing my nephew went upstairs & said ""my mama not a bitch or a hoe so you better watch yo mouth"" 😂",0
Karma a bitch nasty hoe,0
@dropdeadcunts Same. Let's romeo and juliet this bitch.,0
Bitches hollering it's tooo hot!! Well bitch go back to winter you can have that shit hoe you wasn't yelling it when yo ass was freezing 🙄👉,0
I tried to call this bitch @supremeshay_ at 12:21 and she didn't answer. Like why are you sleep wake tf up it's your whole ass birthday,0
"ima mf asshole, bitch I'm the shit.",0
My mom tryna bribe be into watching my brother and sister for a whole nother week. Bitch this been the longest 11 days of my life.,0
"Any bitch who feels comfortable to be in your face and talk to a nigga you use to fuck with call them hoes ""seconds"" better yet clowns.",0
"Also I've heard vegans make some wild af false equivalencies lol. Like ""dairy is rape"". Bitch no rape is rape, dairy is delicious.",0
"I'm that person that is always down for shit, like if you were to text me and say ""hey we're headed to Cali for shoes"" down bitch, Lets go",0
"Lil' bitch! You can't fuck with me if you wanted to! These is cheap, these is Walmart shoes! 😂😂😂",0
You hoes can't rap stop it bitch ✋,0
"Calling me a ""bitch"" and a ""ratchet ass whore"" out of the window as you drive by, is honestly so ridiculous. Please grow up.",0
Boy you a hoe or a bitch if you will,0
@giannallis BITCH I LOVE YOU WITH MY WHOLE HEART UR MY FAVE PERSON EVER THANK U ❤️,0
CANT PEOPLE HAVE NEW FRIENDS?! WHY DO YOU HAVE TO KEEP THOES PEOPLE ALL TO YOURSELF?! TF BITCH!!,0
"Do you think Beyoncé is nice or a bitch — A little bit of both, depends on the time    Wonhoe w... https://t.co/BdiddlPtqH",1
@realDonaldTrump Bitch you're such a hoe.,0
WHAT THE FUCK IS THIS SEASON TRAILER DON'T TELL ME RICK WAS IN A COMA THIS WHOLE TIME BITCH #THEWALKINGDEAD,0
"T went from ""rape a pregnant bitch and tell my friends I had a threesome"" to singing about gardens and love wow the character growth",0
Daniela leaves to dr tomorrow for a whole month bitch ima b sad af,0
my whole life i thought a bitch = female dog is a 'puta' in spanish but its an actual insult,0
If it's called face time bitch I wanna see yo face the whole damn time 😂😂😂😂,0
my manager just asked me why i seem so depressed like bitch i been this way my whole life,0
"I'm ANTI, can't no gov't handle a commando. Your man DON'T want it, #TRUMP 'S a #BITCH, I'll make his whole brain go under!-@Eminem #Drop🎤",0
"T went from ""rape a pregnant bitch and tell my friends I had a threesome"" to singing about gardens and love wow the character growth",0
"@ytrapehterehw niggas be eating sleep for dinner cause he feeding a bitch that ain’t letting him in the same vicinity as the box, smh",0
@the_blueprint @ImToBlame True. Maybe he'll sink the whole shit cuz he's still mad he got bitch slapped in his dormitory doorway.,0
"i don't care what a bitch think or how a hoe feel, cause ain't nann one of you hoes paying my bills 😛 https://t.co/CHYWMwnAHg",1
"@fancysamlong @Kjdebb12 @celticlass340 @realDonaldTrump I don't want death! I want my grandchildren to their rightful place to become what they what! Not after government alots so many spaces for illegals, not fair for my off spring!!!#AMERICAFIRST #NODACA #MAGA #Gohomewhereyoubelong",1
@goddessnaenae @RTfootwhore @rt_feet @RTfindomfeet @FootFetishUP Dirty ass feet go take a bath bitch maybe youll ha… https://t.co/AW3Ah78rxE,1
@DARKFiNNMEME BITCH I JUST LOVE U AS A WHOLE U MY DUDE,0
im tryna go ghost n come back a whole new bitch like BAM,0
@exohoe BITCH THATS LITERALLY SO FUCKING ANNOYING,0
"@KyrieIrving your shoes are ugly and anarcho primitivism sucks, bitch",0
"Calling me a ""bitch"" and a ""ratchet ass whore"" out of the window as you drive by, is honestly so ridiculous. Please grow up.",0
"@GalacticHole Britney, bitch",0
Whoever cut down the rope swing is a bitch,0
"🌹🌹🌹🌹🌹🌹@LaurenJauregui BITCH I TWEETED YOU SO MANY TIMES STOP BEING A HOE , I LOVE YOU LMAO",0
All these people slut shaming @KailLowry for having 3 baby daddies....like you people have only slept with 1 person ever! Bitch please!,0
i gotcha man thats all i gotta say everybody know you a hoe anyway bitch recognize i got these thick thighs,0
To Whoever the broke ass bitch that stole the seat off my atv...fuck you man! I gotta job I'll buy another.,0
Run a train ona a bitch is rape in others eyes,0
"Cruel mistress wanted, will pay 5$ a week, to be her bitch 24/7 #findom #loser #humanatm #walletrape #FemaleSupremacy #paypig",0
@Wonkette Tucker an arrogant ahole! A Trump bitch!,0
@tayyylor21 And you always been a bad bitch 😍😍 hutbyiu was wearing brand new uggs and toms every other day!! I was wearing shoes from 06 😂😘,0
I'm not out here entertaining dudes bout shit. 1. I'm pregnant with a whole ass baby. 2. What kinda dirty trick ass bitch u take me for?,0
"Hoe stood behind a car door and said ""I don't feel comfortably with you that close"" bitch made 😂😂😂",0
"i listened to the whole album and cried like a bitch this shit is fucking beautiful, Lana did it again #LustForLife",0
@yungprincesss_ HAPPY MOTHAFUCKIN BIRTHDAY HOEEEEEEEEE 💖💖💖💖💖💖 I love you so much real Bitch for life 👑,0
"How can some of ya worry about how the next nigga/ bitch livin. Who gives a fuck if they broke, or they out here hoein. It aint YOU, is it??",0
I feel like a whole new bitch whenever I paint my nails white lol,0
toe up ass hoe stop worrying bout me and get them roaches out yo baby bed punk bitch🗣️you wan me clean yo house for you??,0
Bitch you came on TWITTER to say this?! Hoe. https://t.co/wzmnStONyf,1
"@ViaBTC ""Forked in China"", BCC == BitcoinChaChing / Bit-China-Coin / Bitch-China-Cunt / BitchslapChinaCunt / BitchChinaCoin...  Great coin!",0
niggas be hoes talk just like a bitch & no you aint real scratch that off the list 🙃,0
Idk who niggas play me to be😂 I can show you better than I can tell you thoe bitch,0
"Bitches get mad cuz they don’t get posted...Bitch maybe if you wasn’t a. Trifling ass, hoe ass, uncaring ass bitch, maybe he would post you😂",0
@V_of_Europe I can't believe we live in times where butt hurt cunts looking for apologies are given a platform.  Life's not fair bitch,0
"I will never trust a hoe I to went outta respect, that still double crossed me...     Bitch you alreay lost !!",0
I got Christmas Law and the Doflamingo sugo-rare and they called me bitch and whore and sexually harassed me LOL.,0
@reggiesmth Right. She got a whole army behind her so dude better stop acting like a little bitch,0
Bitch nobody really cared about u in 2010 tbh. You was just some regular hoe in videos. Cardi making music sis 👀 https://t.co/cDQcdU3IaJ,1
"get you a bitch to stan who can drag a hoe frm across the country, and promote her ep, i'll wait... https://t.co/h3Vd7dyAmv",1
"i get whoever i want, bitch you ain't me 😉",0
"This bitch so pressed lmfao, like Dana still sleeps good at night move on you lame ass hoe😂 https://t.co/Kghf2x6t1F",1
I learned today that whoever runs the watchmojo YouTube channel is fucking bleeding like a bitch,0
I hate being used. lied to. taken advantage of. I hate fake people. Don't ask if this is about you. If the shoe fits lace that bitch up👌,0
@Aloha_Hoesss @MaxIzBetha @TaylorMadeOT @danpack6 where Goku is scared...Vegeta accepts the challenge bitch nigga,0
Bitch told me I couldn't withstand the storm told that cunt I am the storm 😈,0
I feel like a whole new bitch with bangs,0
the mobile app keeps asking for me to put in the password for @alyspinelii BITCH THAT ACCUNT DOESNT EXIST,0
I JUST WATCHED W VIDEO OF A SNAKE EATING A WHOLE FUCKING DEER BITCH NOPE,0
"@DamienHaas congrats on becoming the breakfast bitch, if you were watching the comments I was the one with the lobster shoe profile pic♥️♥️",0
Before I ever let a bitch make me mad I'll laugh at that bitch right in ha face 😂😂 ion take you hoes serious,0
Depression isn't just a bitch. It's a Cunt! Still gutted about the Chester Bennington news. #LinkinPark,0
Bitch couldn't tell me he was going to Orlando cause he going to be a whore ! So DO YOUUUUUU lil baaabby,0
bitch i really want to buy those puma x bts shoes.. its so cute,0
@Ohio_Buckeye_US @CarlBotha2 @NancyPelosi must be so proud of her little spark of divinity. #WalkAway #LiberalismIsAMentalDisorder #DeportMS13 #StopDACA,0
"Of course Life is a Bitch.. If it was a slut, It would be easy..    MAYWARD MahalKitaKasiBiga10Na",0
If he can comfortably call u or any other girl a bitch or a hoe bc u or they dont meet his expectations of how a girl should be HE IS SEXIST,0
@cuntc0la Bitch I ain't got that kinda money,0
@cynthepimp Bitch i love you come back to California already hoe <333,0
I literally HATE drunk me. Bitch is a lil cunt,0
I must be a cunt or some fucking horrible person to get treated to way I do by some people. I should just change and be a ruthless bitch,0
on bd yo nigga a hoe — on me you a bitch  https://t.co/S70bKxE2yL,1
Of course life is a bitch. If it was a slut it would be easy,0
I hate mfs who slam doors when they mad like bitch if you break my shit how ima keep the hoes out?,0
@sadhoeflo Lanas not a problematic bitch though...,0
not letting anyone use my kids to be a petty cunt. Kudos to me bitch.,0
Dicksucking a bitch that don't even like you 😂😂😂! I hate fat lame hoes bro seriously,0
@CumJonDown Being gay is a fucking superpower embrace it bitch you Betts shut these hoes down #nottodaysatan,0
@diianaaprince BITCH HOW DARE YOU SUPPORT NACYS HOE ASS!!! IF SHE HAD LISTENED BARB WOULDNT OF DIED https://t.co/Hr72mVKwKb,1
I'm ready to beat a bitch with another bitch. But you hoes not worth my time or attention.  #YeahDatWay👉,0
if tha shoe fits.. put dat bitch on nd do sumn bout it if u dont like it,0
have you ever called a dude a hoe or a bitch like he one of your bitches? 💀 i be slipping up,0
"@Mobute @doggz1 Oh cry me a river you obstructionist aholes.  As the kids say ""Karma's a bitch""",0
But bitch it wasnt about you! that's what im saying! and again you sitting here tryna make the shoe fit😂 https://t.co/O8lrbL69B0,1
bitch is episode 41 out yet im going to kms i hate having to wait a whole week for new episodes,0
@Runn4UrLives Maybe Hal has an undetected congenital heart defect that can remind him of karma being a bitch to A-holes.,0
karma a lil dirty slutty sneaky bitch,0
I now understand women when they say humidity is a bitch for hair. Fuck this shit.,0
"If the shoe fits, feel free to lace that bitch up and wear it 👠",0
Same shoes everyday but bitch I'm still swaggin' @UglyGod,0
"Yooo y'all remember when Tyler said ""rape a pregnant bitch and tell my friends I had a 3sum"" now he's singing about calling him lol growth",0
BITCH  BTS ALREADY BURNED THE WHOLE UNIVERSE WITH NOT TODAY WHAT DO U MEAN HOT BUT EVEN BETTER IS THERE ANYTHING LEFT TO BURN,0
Woody Allen ..uflrghhjj .. hiding behind Hollywood production houses bitch raped his one step daughter and married another,0
let me clear things out. rape could happen to anyone bitch and everyone is a fucking potential rapist,0
@funkegg bitch the whole joke is that he's in blackface sit ya wanna be woke ass down,0
I need to smoke & you bitch ass plugs acting like hoes 😤,0
@ribelliaj You're a hoe bitch,0
I talk a lot of shit about hoes but Fr tho fellas why would you want to be broke fuckin wit a female you can't even get the bitch no fries 🍟,0
Bitch I'm the man. Hoe I'm the man. You know I'm the man.,0
I was thinking they found A WHOLE catheter in there and I was like bitch please but that is vile AF!!!!!!!!!!!!!!!!!!,0
I love you...bitch. I ain't never gonna stop loving you...bitch. You're my best friend in the whole wide world and I can't wait to hug you,0
"#50CentFrostyFilms Look At My Half Dollar PopSicle, Bitch.... Grape",0
Bitch shut the fuck up. He tried to stop her from getting raped but he was drunk.Nd he lied so he wouldn't hurt her… https://t.co/7uMkHSXO3n,1
"This white man called me a cunt? like what is that? Is it like saying ""bitch"" lmao",0
Dese bitches will whore around lookin fa love; pathetic 😴😂,0
"@coronechinna99 Nah bitch ain't no fuckin shoe , stfu . You a obsessed hoe . He done with you , move on with yo lif… https://t.co/yZoKfYhnPu",1
CANT PEOPLE HAVE NEW FRIENDS?! WHY DO YOU HAVE TO KEEP THOES PEOPLE ALL TO YOURSELF?! TF BITCH!!,0
"@megmckenna8 i just totally read that wrong as "" you're almost as pretty"" but you are my whole heart Bitch ily",0
@Ronnie2K bitch ass Ronnie nigga suck my dick bitch give me my vc hoe ass bitch don't play with me like this nigga I'll kill you bitch,0
@brent3pitt I asked somebody for this hoe and they gave it to me you finna piss me off bitch gtf out my mentions,0
"Andrew from Big brother, THE BIGGEST CUNT EVER!! Guy needs to be fucking humbled! Fucking little bitch! Can't stand the cunt #BigBrother",0
"if your comeback is just saying the words ""bitch"" and ""hoe"" dust yourself off and try again 😂",0
"@MedMindset @blackpilllolita @gtfomika @TradPost9002 @snejanja @evolasbae ""Stop talking like a whore to me""    Quit being a bitch bro",0
@jakepaul hey white trash go fuck your self dumb shit hoe bitch disgusting hoe,0
@BenthemanJacobs Bitch I used sunscreen the whole day,0
"ILLEGAL IMMIGRANT arrested in North Louisiana, accused of rape and human trafficking #BuildThatWall #MAGA via @WWLTV",1
