text,label
"@AnnCoulter Got to keep those baby rapers with their victims or the left will throw a temper tantrum. #boohoo,#sendthemback#BuildTheWall",1
Wouldnt it be nice to choose how OUR tax$$ are spent? No more $ on illegals! More $$ on our VETS #MAGA2020 #BuildTheWallNow #ZeroTolerance #SendThemBack #DonaldTrump #Veterans,1
@SpeakerRyan Yes so we need to BUILD The Wall! Blood is on your hands evertime an MS13 gang member or DUI illegal kills an American! #BuildTheWall #FundTheWall #EndVisaLottery #EnactEVerify #EndChainMigration 183 billion yearly taxpayers pay for illegals! Go home!,1
that cross eyed junkie bitch a fuckin lying opp and she don't deserve my best friend like go get raped again or something,1
"That ""date rape is a grey area"" shit was the final nail in her fucking coffin. That dumb bitch is over.",1
😂 you don't see me on this bitch talking bout no female ion fucking care bout you hoes 💯,1
"Sure, #AbolishICE and grant amnesty to all of these mestizo invaders, and watch them breed like rats, turning America into a third world country. There is a big crystal ball for America, and it's called Argentina. #SupportICE #BuildTheWall #DeportThemAll",1
@MadhuGrewal @TheJusticeDept There is nothing wrong with deporting illegals #DeportThemAll #BuildTheWall #MAGA,1
Run a train ona a bitch is rape in others eyes,1
"""@DeborahDiltz @ShlomoIndiana @TheoldCon One of the reasons crime stats seem low in Germany and other liberal infested countries is because people are too afraid of being called """"racists"""" if they report crimes committed by muslim and african #rapefugees.""",1
"Do something about this immediately, @realDonaldTrump. This is a national security crisis. #DeportIllegalAliens #EndChainMigration",1
@realDonaldTrump And when we shut them down and all that taxpayer money needs to go to #BuildThatWall !,1
WinTHELL?! Can't be real!? #DeportThemAll #EuropeWeeps #NeverSharia #WakeUpAmerica,1
"Suddenly this hoe is cb shipper, bitch get out, more than once you insulted the cb shippers slkfksdn",1
@a_meluzzi @gendusa_FN That's what happens when you let in a bunch of savages from Africa riddled with diseases!!! #CloseTheBorders #SendThemBack,1
Attempted Mass Poisoning: Illegal Alien Poured Drain Killer Into Food At Florida Restaurant via @USIACrimeReportWhy are they so lenient?This is terrorism!#BuildTheWall #EnforceUSLaws#KeepAmericansSafe #DeportThemAll,1
You hit the hoe she lay there  I hit the bitch she fuck back  And boy  She is noisy  I can't shut her up  And boy she annoys me,1
"@realDonaldTrumpSir, Please honor your threat to #DefundPlannedParenthood & #SanctuaryCities. @ICEgov needs to do their job. #IllegalAliens are CRIMINALS.#DeportThemAll #NoAmnesty #BuildThatWall",1
"@Take_USA_Back @realDonaldTrump @mike_pence @SecNielsen Send them ALL back to their shitholes. They need to stay and make their own shitholes better instead of leeching off of us. No wonder Latin America is a third world shithole, except maybe the white majority countries Chile and Uruguay. #DeportThemAll #BuildTheWall #KAG",1
@guyverhofstadt @EU_Commission @JunckerEU Stop the invasion of 3rd world immigrants. Support Europeans to have more children. Preserve our culture and history. Stop Islam! #stop_islamization #StopInvasion ##complicediSalvini #REFUGEESNOTWELCOME,1
Oh ffs NO MORE MIGRANTS GO HOME,1
This is third world shit happening in AMERICA! What the hell is happening! They r trying to take over our country! Minnesotas leadership sure let them down by accepting all those refugees! Disgusting! #AnimalSacrificeInAmerica #MAGA #NoRefugees #SendThemBack,1
What a disgusting fucking cunt this bitch is I hope she was attacked by the dogs defending their owner #getridofthem https://t.co/2ths8dVweG,1
"@ShirleyHusar On the way home from stealing at walmart they wreck the car they are driving with stolen plates, no insurance and no drivers licence. To cover the expense, MY car insurance goes up $50 every 6 months. #SendThemBack #BuildTheWall",1
"bitches be expecting you to stay around while they hoe , bitch u crazy",1
Your base is NOT Happy about this @realDonaldTrump @parscale @KellyannePolls ! We want answers and we want this to STOP! #StopImmigration #NoRefugees,1
Bitch shut the fuck with your muggle ass...avada kedavra hoe https://t.co/6I9jU4PURi,1
You bought that bitch a pair shoes I bought a pipe lil nigga aint neva use one squeeze dat bitch with all my might lil nigga,1
This Should Make Every American Called SenatorsTell Them Build The Dam WallNo Chain Migration/Visa Lottery & No Amnesty! Corrupt Democrats Can't WinWith Hard Working Americans Because They Are #WalkAway From Lies!#MAGA #NoDACA,1
#GetThemOut it's an attempt at an #IslamicCaliphate. #SendThemBack as they are #ForeignInvaders seeking #CulturalReplacement.Ask your MPs why they support #Islam when #IslamIsIncompatible with #WesternValues. Just ask #TommyRobinson and @thetimes about #MuslimRapeGangs,1
"@Hamedmirpak @GuttedUnicorn @geertwilderspvv We don't want our countries to be over run with rapefugee parasite Moslem scum. You already have 57 countries, stay in those countries. Those countries suck because they are full of your type. #StopIslam #BanSharia",1
@yogagenie @rratkinson Throw them the hell out! #IllegalAliens,1
#BuildThatWall . #ICE SHOULD BE COMMENDED EVERY HOUR.,1
@grapeskittle0 Yes bitch lets go,1
"#BuildThatWall Go around them. The money is already in the Pentagon and DHS, It's what our military did for decades, if not more than a century of erecting forts and walls to defend the country, and it's a valid response to an invasion.",1
Illegal Alien Caught Molesting 7-Year-Old Girl Asks: Can You Just Send Me To Mexico? should be a 'No Bail Hold' on this obvious flight risk!#BuildTheWall #LifeInPrison#NoBailForIllegalAliens#DeportThemAll,1
@anothercuntt @I_am_Pratyaksha Tell me about it!! I'll cut a bitch if they slag my pup😂,1
High five to the CRA for catching onto this! #Muslims are not to be trusted as we have been seeing acts of terror in our country. We need to stand up against this! #StopImmigration #BanShariaLaw #BanTheBurka #BanTheBurqa,1
@aye bitch in bout tired of you bitch ass hoe fuck u..peace bitch,1
DACA Illegal Thanks The U.S ! Threatens ICE online and post 21 pages of how to make Weapons ! End #DACA #SendThemHome #SundayMorning #RedNationRising #Trump #MAGA #Immigration via @Dennis Michael Lynch,1
"#sendthemback if your children want a peacefull life, without rapists on every corner.#forza. #Italia ##NoMoreAfricans !!",1
"Let this hoe touch this kid I swear to fucking god I will murder you bitch, FACTS",1
clout man shoot cuntosaurus dis bitch,1
@rqndqll @Dory Oooooh caughtcha... you wanna be twitter whore. Your nothing but a dumb fish bitch!!!,1
"""#WTF #Canada #IllegalAliens from the south feed you their """"Canned and Coached"""" lie of an amnesty line, they get in. Real victims get bent over the maple syrup barrel by you.""",1
@V_of_Europe This is exactly what all civilized nstions should do! And deport all 3rd worlders including ((those)) who meddle in our business! #DeportThemAll #LockThemAllUp #LockThemUp #StandUpForEurope #defendeurope #WhiteLivesMatter #WhiteGenocide #AllLivesMatter,1
"@VICELAND #1 illegal aliens, millions of EWI people robbing, maiming, killing our citizens, taking our jobs, fleecing our taxpayers.#votered@realDonaldTrump @RealJamesWoods @RealCandaceO @GOP #AmericaisforAmericans#legalvettedimmigrationonly#boycottviceland#MAGA #NoDACA",1
"""~40 million SSI numbers have been stolen & used by Illegal Aliens to get work, according to agency records!""""~Obama stopped sending notice to employers notifying them when numbers don't match their identity!@realDonaldTrump! #BuildTheWall #DeportThemAll!""",1
@teapotgrande he raped a pregnant bitch,1
"@SteveScalise We voted to stop our invasion, not a tax cut.#BuildTheWall #DeportThemAll",1
"@CBSNews Per the @CDCgov and @OSHA_DOL Hierarchy of Controls, bollards are expensive and ineffective. Whats always *best* is elimination: physically remove the hazard. #StopImmigration#Repatriation",1
"Illegal Alien CrimeAn overwhelming majority of the Illegal Alien crimes I post every single day, EVERY SINGLE DAY, are committed by dREAMER age criminals!These heinous monsters are who the Left describes as magnificent patriots.#BuildTheWall #DeportThemAll #KeepAmericaSafe",1
@ZCWproductions Cunt boy got it fucked up. I handle shit and handled his bitch ass,1
"Cruel mistress wanted, will pay 5$ a week, to be her bitch 24/7 #findom #loser #humanatm #walletrape #FemaleSupremacy #paypig",1
"Illegal Alien Gang Member Wanted For Sex-Trafficking Of Children @TheJusticeDept This is not an isolated incident, this happens far to frequently!When will you#KeepAmericaSafe#BuildTheWall#MaximumSentencing#DeathPenalty#DeportThemAll",1
Lana i love you bitch. Put that flag back up hoe 🇺🇸 #lustfoflife,1
@DAYFORFREEDOM4 @angus1804 That is the Cleanest those PIG FUCKERS haave been in Years..#SendThemBack,1
"They cant even grant us a small Hebridean island to be away from all the poisons of modernity, they are now importing their rapefugee armies to every corner of this island, this is about destroying us, nothing less.",1
"And you're a hoe like you I said mind your business or get slapped, you wish it was you they was arguing over bitch… https://t.co/UkoR6KwaKC",1
When hoe's talk shit about me I started to get mad like hell bitch I can make your life like a living hell don't play with me!!,1
@chriswoods1978 Yeah do the right thing and vote for the Sweden Democrats Sweden for Swedes not 3rd world rapefugee terrorists! #MakeSwedenGreatAgain,1
@A_Olives3 #BuildThatWall send her back hommeeeee! Hahaha,1
#Dont Believe #Democrats and @SenatorDurbin Lies Illegal Aliens work the Same #Jobs that Americans Work taking Jobs From Citizens and lowering Citizen Wages #WalkAway #VoteDemsOut #BlackTwitter #Jobs #Trump #MAGA #SendThemHome #NoAmnesty #Immigration,1
@AngelLight2U A freaking bus ticket to Tijuana is the only thing we should be buying for illegals. #SendThemBack,1
"Aren't u one of the low life scum who defends people bringing fentanyl into this country from Mexico?Sorry, but I won't apologize for being MORE concerned abt the 70,000 ppl dying from drug overdoses than people sneaking into the country illegally#BuildTheWall #BuildThatWall",1
".Considering THIS , the filth on the streets of San Francisco, and an unsecured border, we're asking for a pandemic. This has to stop.We're a sovereign, Christian nation.No apologies. #Sovereignty #BuildThatWall",1
This is her 6th kid with a man (husband or boyfriend?) wanted for murder. Another kid paid for by American taxpayers. Thank you ICE please detain more of these criminals #sendthemback @foxnews @DonaldJTrumpJr @kimguilfoyle,1
@RAJAUSMANKHAN2 @sadafaj Enjoy yaaa whore 😂😂😂😂  fcking whore hai oldie ARY ki.... Shes been fuckedd by everyone an anyone..   Ugly bitch,1
"In addition to the vast problems coming across our open border, 1 RARELY mentioned = drug resistant diseases. TB, superbugs or exotic diseases few Americans have a resistance to. #HouseGOP @SenateGOP @GOP @GOPChairwoman @KellyannePolls @Jim_Jordan #BuildTheWall #BuildThatWall",1
"Comparatively, our own inner city youth & fellow Americans live like 3rd class citizens while illegals are housed at ICE centers that rival the best elementary schools & college dorms in the country. #BuildThatWall @FundThatWall @pulte @mitchellvii @brunelldonald @seanhannity",1
I love how you are basically using this as an excuse to invade this country. I don't deny that your kind (Mestizos) are part Native American. But it doesn't mean shit. The Europeans built a far more advanced civilization than the Natives could ever dream of. #DeportThemAll,1
Illegal immigrants cited in theft of 39 million Social Security numbers #Illegalaliens - this is how they get a better life - than the people whose IDs they steal.,1
@betz_calz Stfu hoe ass bitch no you don't.,1
Man i wanna smack the bitch that sent 2pac to jail for rape 😒😒,1
"@newsmax My hope is to #DeportThemAll to their home countries. Canada, Germany, England, Mexico, don't care. #NoDACA#StopImmigration#SendThemAllBack",1
a bitch that can fight will be quick to tell you what your man is doing it's these scary hoes that keep quiet lmao,1
I Can Fuck Any Bitch I Want But It Not About That At The End Of The Day. I'm Way Passed The Hittin Hella Whores Stage.,1
The Tragic Transformation Of Sweden #kalergiplan #kalergi #pianokalergi #sweden #immigrazione #immigration #stopimmigration #rapeculture #nogozones #shraria #Stopislamisation #StopIslam #saveeurope #defendeurope #europe #WhiteGenocide #closetheborders,1
They just keep on coming. Build that damn wall and deport. Please! @realDonaldTrump #BuildThatWall,1
99% Of Illegal Alien AnchorBabies Birth is Paid by Medicaid 73% of Illegal Household on Welfare Ripping off US Taxpayers #Trump #MAGA #WalkAway #SendThemBack #Immigration via @BreitbartNews,1
Get raped bitch,1
"If you don't want your bitch fucked, keep the hoe from near me.",1
"DACA Dreamer on the run, allegedly wanted for murder @HouseGOP @SenateGOP#BuildTheWall #EndDACA Threat is just too great!#NoAmnesty #DeportThemAll #KeepAmericansSafeNowhere in US Constitution does it say to protect Illegal Aliens!",1
i am not the one defending racists. you are. you NEED knowledge. bitch suck a dick and die slow hoe. https://t.co/iA9Rf0KSBD,1
Angry Entitled Islamic Migrants Attack Taxpayer Anti-Immigrant Party Member at Swedish Rally Muslim Mob Chases Swedes in their Own County. #Multiculturalism #failure #Sverige #Sweden #DeportThemAll #borderbrawl #gohomebabel,1
.@NancyPelosi and @TheDemocrats' precious illegal aliens! #DeportThemAll #BuildTheDamnWall,1
"@KialoHQ No they shouldn't. #NoDACA, #NoAmnesty.Dreamers could be allowed to apply for legal migration once deported without being penalized for their deportation. Fine. But no amnesty for anyone who's an illegal. The days ignoring illegal immigration are over. Stop it.#BuildTheWall.",1
@AmyMek @barenakedislam Their #Skill is #Looting & #Raping! These #Migrant #Marauders want to turn #Spain into a #ThirdWorld #STINKHOLE like they've done to their own #Countries! Like a #Cancer they need to be expeditiously removed! #NoMoreREFUGEES,1
Import 3rd world savages. Have 3rd world savagery. It's almost like there's some kind of link there. Rapefugees Unleash Coordinated Fire-Bomb Rampage Across Sweden./news/2018-08-13/sweden-burning-migrant-gangs-unleash-coordinated-fire-bomb-rampage-across-multiple,1
And who claims rape on twitter lol. Uh come on now bitch .. https://t.co/Me4pkfnXw4,1
"Bitches be selling they body and acting boogie, bitch you a hoe I see right through you",1
Illegal aliens should be sent home. Illegal aliens have no place in our country. #BuildThatWall NOW! Illegal aliens are illegal hence the term illegal. They are here illegally and they are aliens to our country @FoxNews and @jack,1
"@ShadilayAlways Illegal invaders that deserve to be deported, as usual. #DeportThemAll #BuildTheWall #KAG #SupportICE",1
My momma should've killed my pop and his cunt bitch lmao. At 6 I would've been like TAG ME IN MA!!! Slicing ankles and shit.,1
@realDonaldTrump Our website is now LIVE!Please visit & share to show your support for the victims of criminal actions by animals that should not be here in the first place. Order a brick for our memorial wall in their memory.#RETWEET#BuildThatWall#ThursdayThoughts,1
@RL9631 @GallantlyS All they know is to HATE and to DESTROY! Just like our dems! This is what they want to bring to our Beautiful America! They HATE us & we TAKE CARE of them! WTF?! #WakeUpAmerica #BuildThatWall #VoteRedToSaveAmerica @realDonaldTrump WAKE UP @SenateGOP @HouseGOP #WeAreWatching,1
"Illegal Alien Rapes Girl, Cops Horrified By What Else He Did During Attack @HouseGOP @SenateGOP@GOPLeader If this doesn't tell you to#DeportThemAll You don't need to be in office since you do not have Americas interests at heart!",1
Fed up with this crap! #DeportThemAll,1
@sigahret whatever i dont need ur permission to rape u anyways bitch,1
You can fuck my bitch you can have my hoe,1
"@DavidJHarrisJr #Deport illegal aliens NOW! Dreamers are criminals who use fake IDs (identity fraud, a FELONY) to STEAL jobs from American CITIZENS. Others commit heinous crimes like murder. #DeportThemAll @ICEgov",1
I'm ready to beat a bitch with another bitch. But you hoes not worth my time or attention.  #YeahDatWay👉,1
Tell that hoe I dont want you bitch I'm done,1
@LivEchonews Let all the do gooders house them. These people do not want to work!! Disgraceful lazy scrounging layabouts!! Taxpayers footing the bill as usual #sendthemback,1
#BuildThatWall is all about homeland security and an open border clearly leaves Americans less safe. Makes sense to use our military to protect us by building a wall.,1
"@ksorbs @2Thedogpound Illegal Aliens should all be deported along with their entire family NOT, I repeat NOT given free anything .. #NoHealthCare #NoHousing #NoFinancialSupport #NoDACA #NoAmnesty #SendThemBack #StopTheInvasion #BuildTheWallNow from the Pacific Ocean to the Gulf of Mexico #VoteRed",1
"@BreitbartNews You heard the guy. Everyone go home and if some rapefugee stabs you, it's in the name of diversity. #WokeMerkel",1
"Say lul bitch you can't fuck with me if you wanted to , these expensive these are red bottoms these are bloody shoes. 🔴💰💸",1
"@disolis Good Job @ICEgov More Raids Needed ! Illegal Aliens Do not have a Right to Invade the U.S Use Stolen IDs and SSN , Take Jobs From Citizens, lower wages ,over crowd Schools and abuse Resources #SendthemBack",1
Keep ya bitch hood ... you don't want to play hop scotch w/ them scamming hoes in Hollywood.,1
Enough! #BuildTheWall #DeportThemAll Send the criminals BACK to their country of origin (once we have a GREAT big WALL!),1
@TiffanyPunzel Lol you dumb bitch kill your self you probably got a train ran on you by gamers ugly whore,1
Hoes be like what do you do for a living ? Where area you live in ? Nun yo fucking buisness gold digging ass bitch,1
Illegal Alien Raped Girl In Kentucky via @USIACrimeReport@realDonaldTrump @GOPLeader #BuildTheWall #DeportThemAllStop Putting Citizens at unnecessary risk!#HonorYourOath#DeathPenalty,1
I THINK ILL HAVE A RAP BITCH FOR MY ENTREE CAUSE THEY BE THINKING NIGGAS SPIT SPIT SHINE MY SHOES YOU KNOW I KEEPS… https://t.co/DO1AOPh8KJ,1
"@DineshDSouza @MZHemingway @HowardKurtz @FoxNews @IngrahamAngle @realDonaldTrump We must put an end to #IllegalsRCriminals #IllegalAliens Pelosi #CNN Interview ignored a mother of a slain boy who was beaten, tortured & burned alive by ILLEGAL CRIMINAL The woman asked Pelosi Which one of YOUR grandchildren or daughters/sons r expendable? She was ignored",1
youn know nann hoe  That don' tried all types of shit  Who quick to deep throat the dick   And let another bitch straight lick the clit,1
"""@SchadeTom @RyanWalis @Bud_Doggin I don't vote """"D""""More like got to get rid of my dumb lib neighbors and all the illegals from 3rd world holes.#SendThemBack""",1
"Trump wants to deport illegal aliens with 'no judges or court cases' #MeTooI am solidly behind this actionThe thought of someone illegally entering a country & showing no respect for its laws,should be protected by same laws is ludacris!#DeportThemAll",1
"Illegal Alien Who Killed An FBI Agent And A Fire Marshal, Gets $280 Fine, No Jail Time another gross injustice where two citizens lost their lives at the hands of an illegal alien who should not have been here!#DeportThemAll",1
@chhhou Cunt fuck bitch u tuck u mom in asss,1
"the day a bitch tries to get me locked up for accused rape, i'll really slap the shit outta her",1
Screw diversity. American unity makes America stronger. The left wants a cacaphony of voices to weaken us. #BuildThatWall#IngrahamAngle #MAGA,1
@DiamondandSilk Its time to give hunting licenses to border homes and make it year round open season on this invading force! Free guns and ammo to those willing to defend our borders!!! #BuildThatWall #BuildThatDamnWallNow,1
This is ridiculous! #BuildTheDamnWall NOW AND THROW THIS POS over it when your done! #DeportThemAll,1
"""#Navy rescued #Manchester bomber Salman Abedi from war-torn #Libya three years before deadly terror attack via @telegraphnewsthe #WEST is """"rescuing"""" people that will #kill them.#SendThemHome #bombing #attack Have some dignity and throw them out""",1
@SandraTXAS @codeofvets @MailOnline It will only be a matter of time before something happens to those ranchers.#BuildThatWall#BuildTheWall #BuildTheDamnWall,1
"Middle finger to the feds, kill them all if I could via @newscomauHQ #auspol #africangangs #sendthemback",1
@saayylorrr @morgan_muth @abigaillll2 you lame bitch that's all you can say... smh you a fake ass hoe like nobody l… https://t.co/zlekNdSBFe,1
"""Hey MPs_how many more times does this scenario hav 2 play-out b4 u WAKE-UP & smell d-BullSheet _this EU multicultural BS has been a clever""""invasion""""2 Destroy all NAT'L societies 2makeWAY 4_a_NWO oneWORLD Gov._U can't live in Peace with Barbarians whoWANT 2conquer U _DEPORTthemALL""",1
"Fuck these hoes !!! They ain't gone send you nowhere but to the clinic or hell , let that bitch keep them problems… https://t.co/aL4zvU9wkU",1
@ABCPolitics A illegal aliens showing exactly what they were coming to this country for in the first place. #sendthemback!!!!!,1
@ShardonaeMb Just a whiney cunt bitch of a wife,1
I hate sneaky hoes like bitch gtf back in your lane before I put you there.,1
"**Illegal Criminal Alien Raped Young Girl In Alabama.**Elias Pablo, who is a resident of Guatemala and an illegal alien to the United States, has been charged with having sex with a child under the age of 12.#DeportThemAll#BuildTheDamnWall",1
"""Amusing as hell how France and Germany insist how wonderful these """"refugees"""" are, but demand that Hungary and Poland take them by the tens of thousands. If they were such a boon for Europe why would they ever want to give them away? #Hypocrisy #RefugeesNotWelcome #YouHaveToGoBack""",1
Bitch I'm the man. Hoe I'm the man. You know I'm the man.,1
"It is the very reason of terrorism by blacks that all men should be armed worldwide. Regardless if in Oakland, California, USA, England, France, Germany or South Africa. Not saying all blacks are bad, but enough of them are, to be armed, vigilant. #Rapefugee #Oakmayor #Oakmtg",1
Think of all the money spent on Jails/Prisons Courthouses/Judges Police & Lawyers & ask yourself WHY DON'T our Politicians/Leaders TAKE EVERY ACTION NEEDED to STOP #illegalAliens at the border & DEPORT the ones who are here? Tell Your House rep (202-224-3121) #NoDACA No #Amnesty,1
Illegal invaders going back! Wonder how many will be back next week? #BuildthatWall,1
Another DREAMER living the DREAM.Gunman in Cincinnati bank shooting that killed 3 identified as 29-year-old Ohio resident - ABC News - via @ABC #NoAmnesty #MAGA #TheWall #EndDACA #Kavanaugh #MorningJoe,1
Oregon fast food restaurant revises button policy after employees wear 'Abolish ICE' and 'No one is illegal' pins at work R PROBABLY ILLEGAL ALIENS. ENOUGH IS ENOUGH. #BuildThatWall #WalkAwayCampaign #MAGA,1
rah don't turn up at my door acting like a cunt😂 u drove to me bitch,1
You broke ass bitch act like a nigga want y'all dusty inside out ass pussc you hoes need to die and come back to life and restart.,1
@SenSchumer These so called dreamers had 5 years to register they didn't. #EndDACA Democrats against American Citizens,1
"@splcenter @KeishaBottoms You fucking MORON! You are going to turn ATL into a 3rd world city with your garbage, open borders policy. You uneducated FOOL! #AtlantaHitRockBottoms #BuildThatWall #ImpeachBottoms #MAGA",1
OMM ILL BEAT A BITCH FUCK YOU PLAY ME FOR HOE,1
"Animals. Pure and simple. They are not to blame for where they were born or how they were raised but, as adult men who have escaped their homeland, they alone are responsible for how they act during each & every moment after crossing the border. Period. #sendthemback",1
Bitch shut the fuck up. He tried to stop her from getting raped but he was drunk.Nd he lied so he wouldn't hurt her… https://t.co/7uMkHSXO3n,1
@dghdavies @PrisonPlanet 10 in rapefugee years is usually 22 in German.,1
Dumb cunt ass cheating bitch doesn't deserve shit in this world but herpes 🙂🙂🙂 https://t.co/uHM4buNUA3,1
"@OnlineMagazin She is friend with an African? I bet she was and is still pro-rapefugee. Otherwise you aren't standing there with an African beside you. Sorry, but you wanted this. You are now afraid. I don't care for traitors like you, who did nothing when things could have changed. Bye bye.",1
