tweet_id	gold_label	sentence1	sentence2
205	contradiction	"Orban in Brussels: European leaders are ignoring the will of the people, they do not want migrants https://t.co/NeYFyqvYlX"	This is hate speech.
206	entailment	@KurtSchlichter LEGAL is. Not illegal. #BuildThatWall	This is hate speech.
206	contradiction	@KurtSchlichter LEGAL is. Not illegal. #BuildThatWall	This is targeted hate.
206	contradiction	@KurtSchlichter LEGAL is. Not illegal. #BuildThatWall	This is aggressive hate.
207	contradiction	"@RitaPanahi @826Maureen @RealCandaceO Antifa are just a pack of druggie misfits that no one loves, being the violent thugs they are is their cry for attention and their hit of self importance.#JuvenileDelinquents"	This is hate speech.
208	contradiction	Ex-Teacher Pleads Not guilty To Rape Charges https://t.co/D2mGu3VT5G	This is hate speech.
209	contradiction	still places on our Bengali (Sylheti) class! it's London's 2nd language! know anyone interested @SBSisters @refugeecouncil @DocsNotCops https://t.co/sOx6shjvMx	This is hate speech.
210	contradiction	DFID Africa Regional Profile: July 2018 https://t.co/npfZCriW0w	This is hate speech.
211	contradiction	Watch: Benjamin Netanyahu backs Trump's decision to cut aid to the Palestinians and UNRWA - Free Speech Time - https://t.co/SB843Zf0IF @ISupport_Israel	This is hate speech.
212	entailment	"@RealDonaldTrump @HouseGOP Illegals are dumping their kids heres o they can get  welfare, aid and U.S School  Ripping off U.S Taxpayers  #SendThemBack !  Stop Alowing illegals to Abuse the Taxpayer #Immigration https://t.co/rItfeGcB5R via @BreitbartNews"	This is hate speech.
212	contradiction	"@RealDonaldTrump @HouseGOP Illegals are dumping their kids heres o they can get  welfare, aid and U.S School  Ripping off U.S Taxpayers  #SendThemBack !  Stop Alowing illegals to Abuse the Taxpayer #Immigration https://t.co/rItfeGcB5R via @BreitbartNews"	This is targeted hate.
212	entailment	"@RealDonaldTrump @HouseGOP Illegals are dumping their kids heres o they can get  welfare, aid and U.S School  Ripping off U.S Taxpayers  #SendThemBack !  Stop Alowing illegals to Abuse the Taxpayer #Immigration https://t.co/rItfeGcB5R via @BreitbartNews"	This is aggressive hate.
213	contradiction	"While Costa Rica has received the most asylum claims, Panama, Mexico and the USA have also recorded a growing trend of claims by Nicaraguans in need of international refugee protection. https://t.co/pp7LgFikT1"	This is hate speech.
214	contradiction	"US immigrant policy to enter US has always been - education or skill &amp; sponsor to take responsibility 4 them. In last 30 yrs, US has taken in so many with no education or means to support themselves - many never learn English. With Catch &amp; Release too many go on welfare-"	This is hate speech.
215	contradiction	"Italy’s populist coalition poised to defy EU with plans to deport 500,000 migrants https://t.co/dNxnranpM6"	This is hate speech.
216	entailment	"Lithuania, Romania aided CIA torture, top European Union court rules https://t.co/Xe5EDJp3jt            EU court is a joke ! Why are they silent as Europe is being destroyed with FORCED islamist immigration..."	This is hate speech.
216	contradiction	"Lithuania, Romania aided CIA torture, top European Union court rules https://t.co/Xe5EDJp3jt            EU court is a joke ! Why are they silent as Europe is being destroyed with FORCED islamist immigration..."	This is targeted hate.
216	entailment	"Lithuania, Romania aided CIA torture, top European Union court rules https://t.co/Xe5EDJp3jt            EU court is a joke ! Why are they silent as Europe is being destroyed with FORCED islamist immigration..."	This is aggressive hate.
217	entailment	"Worldbank reports that in the next 30 years many refugees have to leave her homeland, specially in Africa. Who will feed them ? Is Europe able to shoot them down and protect her own homeland, before it will destroyed from Africans ? https://t.co/gVBh2r9bes"	This is hate speech.
217	contradiction	"Worldbank reports that in the next 30 years many refugees have to leave her homeland, specially in Africa. Who will feed them ? Is Europe able to shoot them down and protect her own homeland, before it will destroyed from Africans ? https://t.co/gVBh2r9bes"	This is targeted hate.
217	entailment	"Worldbank reports that in the next 30 years many refugees have to leave her homeland, specially in Africa. Who will feed them ? Is Europe able to shoot them down and protect her own homeland, before it will destroyed from Africans ? https://t.co/gVBh2r9bes"	This is aggressive hate.
218	entailment	Rich African Countries don't take in African MigrantsRich muslim countries don't take in muslim migrantsRich latin american countries don't take it latin migrantsBut white countries are suppose to accept them??	This is hate speech.
218	contradiction	Rich African Countries don't take in African MigrantsRich muslim countries don't take in muslim migrantsRich latin american countries don't take it latin migrantsBut white countries are suppose to accept them??	This is targeted hate.
218	contradiction	Rich African Countries don't take in African MigrantsRich muslim countries don't take in muslim migrantsRich latin american countries don't take it latin migrantsBut white countries are suppose to accept them??	This is aggressive hate.
219	contradiction	New research uncovers successes and failures of UK’s help for Syrian immigrants https://t.co/XCgX2mLVN9	This is hate speech.
220	contradiction	Immigration why us 2 Million EU Migrants allowed and their families also more money leaving the EU no thats to pay for their passage to get to the Uk...	This is hate speech.
221	contradiction	@NBCNews @MSNBC @jacobsoboroff @DatelineNBC Close the tunnels with gunpowder !	This is hate speech.
222	contradiction	Hitler left a stain on Germany for the atrocities he committed against the Jews.  Trump will leave a stain on America for the atrocities he's commiting against these immigrant families.  I only hope there is a reenactment of the Nuremberg Trials at the end of his reign. #Inhumane https://t.co/oZoPGNiFaE	This is hate speech.
223	contradiction	"Over the past two weeks, 1,172 refugees arrived in the US. 8,044 have arrived in FY18, but we are nearly 10,000 behind schedule. We will continue to stand for the vulnerable! #refugeeswelcome https://t.co/rYCWCz3iBt"	This is hate speech.
224	contradiction	Church leaders determine to ease #economic problems at the heart of #humantrafficking plaguing #Indonesia https://t.co/DT60zpnlVd @ucanindonesia @UNmigration @ryandagur	This is hate speech.
225	contradiction	And why should he now buckle to their demands that he swear undying trust for these A******* ?????  THEY are the enemy of this nation! #Treason https://t.co/YBuCPtPp7e	This is hate speech.
226	entailment	"@WattersWorld @JesseBWatters @BillSpadea How about discussing this? #JoeBiden's ""black box"" of American success. #WhiteGenocide #ImmigrationInvasion #JesseWatters #WatersWorldhttps://t.co/k8bWjj7tnp"	This is hate speech.
226	contradiction	"@WattersWorld @JesseBWatters @BillSpadea How about discussing this? #JoeBiden's ""black box"" of American success. #WhiteGenocide #ImmigrationInvasion #JesseWatters #WatersWorldhttps://t.co/k8bWjj7tnp"	This is targeted hate.
226	entailment	"@WattersWorld @JesseBWatters @BillSpadea How about discussing this? #JoeBiden's ""black box"" of American success. #WhiteGenocide #ImmigrationInvasion #JesseWatters #WatersWorldhttps://t.co/k8bWjj7tnp"	This is aggressive hate.
227	contradiction	"It is a cruel irony that sikhs often **look** more exotic to American eyes, even though they tend to be among the most deeply assimilated of immigrant groups. of course the people they're mistaken for also don't deserve to be attacked. https://t.co/57NitaFqce"	This is hate speech.
228	entailment	EU’s hailed migrant plan ‘˜a road to Hell’ Czech Republic refuses involvement https://t.co/sIBKJA9Dfc	This is hate speech.
228	contradiction	EU’s hailed migrant plan ‘˜a road to Hell’ Czech Republic refuses involvement https://t.co/sIBKJA9Dfc	This is targeted hate.
228	entailment	EU’s hailed migrant plan ‘˜a road to Hell’ Czech Republic refuses involvement https://t.co/sIBKJA9Dfc	This is aggressive hate.
229	contradiction	Could you open up your home to refugees in need? https://t.co/0F2rzmYCSw	This is hate speech.
230	entailment	"MS-13 spreads to 22 states, fed by 300,000 illegals, DACA recipients, tied to 207 murders@GOPLeader @HouseGOP@SpeakerRyan#NoDACA #NoAmnesty#DeportThemAll#BuildTheWallAmnesty creates more Illegal Migration, always has, always will."	This is hate speech.
230	contradiction	"MS-13 spreads to 22 states, fed by 300,000 illegals, DACA recipients, tied to 207 murders@GOPLeader @HouseGOP@SpeakerRyan#NoDACA #NoAmnesty#DeportThemAll#BuildTheWallAmnesty creates more Illegal Migration, always has, always will."	This is targeted hate.
230	entailment	"MS-13 spreads to 22 states, fed by 300,000 illegals, DACA recipients, tied to 207 murders@GOPLeader @HouseGOP@SpeakerRyan#NoDACA #NoAmnesty#DeportThemAll#BuildTheWallAmnesty creates more Illegal Migration, always has, always will."	This is aggressive hate.
231	contradiction	Activists chained to Italian transport ministry to protest immigration policy https://t.co/dLCCKcCgud	This is hate speech.
232	contradiction	"Spain: migrants riot to protest against the slow WIFI, the uncomfortable bed and the disgusting food In the shelter - Free Speech Time - https://t.co/APCZjuflhw @ISupport_Israel"	This is hate speech.
233	contradiction	"Please listen to a Syrian refugee now in Germany.  He asks that people around the world demand that the annihilation of women and children, deliberate attacks on hospitals and medial people and the mass bombings be tried as the crimes they truly are. https://t.co/wkgRDvxRlN"	This is hate speech.
234	entailment	The real truth is after Cologne and in the Nordic countries and Others no one trusts any refugees a better life for them doesn't mean 1. 4 u	This is hate speech.
234	contradiction	The real truth is after Cologne and in the Nordic countries and Others no one trusts any refugees a better life for them doesn't mean 1. 4 u	This is targeted hate.
234	contradiction	The real truth is after Cologne and in the Nordic countries and Others no one trusts any refugees a better life for them doesn't mean 1. 4 u	This is aggressive hate.
235	contradiction	"Federal judge to #Trump: ""imminent danger"" of ""irreparable injury to #refugees, visa-holders"", etc. @realDonaldTrump https://t.co/W9lEjzbtBF"	This is hate speech.
236	entailment	"Watch: French Mayor Declares ""Muslim migrants are not welcome here"" - Free Speech Time - https://t.co/B59JBkSyXH @ISupport_Israel"	This is hate speech.
236	contradiction	"Watch: French Mayor Declares ""Muslim migrants are not welcome here"" - Free Speech Time - https://t.co/B59JBkSyXH @ISupport_Israel"	This is targeted hate.
236	entailment	"Watch: French Mayor Declares ""Muslim migrants are not welcome here"" - Free Speech Time - https://t.co/B59JBkSyXH @ISupport_Israel"	This is aggressive hate.
237	contradiction	Border Ranchers Shock MSNBC With Facts On Illegal Immigration https://t.co/v3YTvUAabS via @dailycaller	This is hate speech.
238	contradiction	"Texas has 'moral responsibility' to protect detained immigrant kids, Hispanic lawmakers say  Yes, and so do other 49 other jurisdictions in as many States of the Union - each having state laws against child abuse. https://t.co/ZUsLPZNwPM"	This is hate speech.
239	entailment	two children washed up on a barb wired beach another scum photographer another attempt to get the EU to take more migrants enough propaganda	This is hate speech.
239	contradiction	two children washed up on a barb wired beach another scum photographer another attempt to get the EU to take more migrants enough propaganda	This is targeted hate.
239	contradiction	two children washed up on a barb wired beach another scum photographer another attempt to get the EU to take more migrants enough propaganda	This is aggressive hate.
240	contradiction	Illegal alien charged with murder of homeless woman in New York City: https://t.co/j9vjkuiI6K  #StopTheInvasion	This is hate speech.
241	entailment	"Watch: Muslim migrants terrorizing Swedish people, including the elderly people who stand on their way - Free Speech Time - https://t.co/2PP3R7fJdz @ISupport_Israel"	This is hate speech.
241	contradiction	"Watch: Muslim migrants terrorizing Swedish people, including the elderly people who stand on their way - Free Speech Time - https://t.co/2PP3R7fJdz @ISupport_Israel"	This is targeted hate.
241	contradiction	"Watch: Muslim migrants terrorizing Swedish people, including the elderly people who stand on their way - Free Speech Time - https://t.co/2PP3R7fJdz @ISupport_Israel"	This is aggressive hate.
242	contradiction	EU is more worried about 'populism' than about tens of thousands of migrants reaching Spain https://t.co/ZGWGh76AvE	This is hate speech.
243	entailment	(Islam in Europe) Documentary how Arab and African Immigrants Destroying... https://t.co/azrLoJbLbh via @YouTube	This is hate speech.
243	contradiction	(Islam in Europe) Documentary how Arab and African Immigrants Destroying... https://t.co/azrLoJbLbh via @YouTube	This is targeted hate.
243	entailment	(Islam in Europe) Documentary how Arab and African Immigrants Destroying... https://t.co/azrLoJbLbh via @YouTube	This is aggressive hate.
244	contradiction	"While @realDonaldTrump attacks our state’s immigrants, @BruceRauner has dragged his feet on signing critical legislation to protect our immigrant community, including:  ☑️ SB 34 ☑️ SB 35 ☑️ SB 3103 ☑️ SB 3109 ☑️ SB 3488  #ilgov #twill https://t.co/AyWuAZwNEf"	This is hate speech.
245	contradiction	Rescued migrants arrive in Pozzallo as Italy grants approval to dock https://t.co/rqcLQ9uyhk	This is hate speech.
246	entailment	"@AmyMek Passenger from Harlingen to Dallas,TX has infected many to measles!!! Stop the invasion. #BuildThatWall #KAG"	This is hate speech.
246	contradiction	"@AmyMek Passenger from Harlingen to Dallas,TX has infected many to measles!!! Stop the invasion. #BuildThatWall #KAG"	This is targeted hate.
246	entailment	"@AmyMek Passenger from Harlingen to Dallas,TX has infected many to measles!!! Stop the invasion. #BuildThatWall #KAG"	This is aggressive hate.
247	entailment	This is what the streets of the #uk will look like in 10 more years #Brexitnow #stopimmigration	This is hate speech.
247	contradiction	This is what the streets of the #uk will look like in 10 more years #Brexitnow #stopimmigration	This is targeted hate.
247	contradiction	This is what the streets of the #uk will look like in 10 more years #Brexitnow #stopimmigration	This is aggressive hate.
248	contradiction	"A legal immigrant leaves the US because her visa has not been renewed yet, and tons of people give her shit because of her stance against illegal immigration. Cuz Logic!!! @Barbara4u2 Stay awesome, stay positive, we all love you. https://t.co/G2rTs0O3hw"	This is hate speech.
249	contradiction	Italian bishop warns that Europe must avoid “fear and xenophobia” and welcome Muslim migrants https://t.co/e5iawmYeAz via @jihadwatchRS Another Christion moron with a death wish. https://t.co/4OwEEIRJbq	This is hate speech.
250	entailment	@RealJamesWoods And this is what we have to look forward to. We made the Arab world RICH while a few here got paid! Now we have this! #BuildThatWall	This is hate speech.
250	contradiction	@RealJamesWoods And this is what we have to look forward to. We made the Arab world RICH while a few here got paid! Now we have this! #BuildThatWall	This is targeted hate.
250	contradiction	@RealJamesWoods And this is what we have to look forward to. We made the Arab world RICH while a few here got paid! Now we have this! #BuildThatWall	This is aggressive hate.
251	contradiction	"The establishment of Europe has a court of humanrights. This court allows crimerefugees to stay forever in Europe. They will not send back in her homeland. So this court has a responsibility for a mulricriminal society in future, one says. https://t.co/Q2R5OKABGj"	This is hate speech.
252	contradiction	"Dear @KingJames Thank you for giving back. As a son of an immigrant who came to the US with16¢ in his pocket, thank you for giving opportunity. I am one of your biggest fans, not because of your athletic prowess, but from your commitment that EDUCATION is the ultimate equalizer. https://t.co/K8aAV6Cqhq"	This is hate speech.
253	contradiction	The plight of #Rohingya represents the present and the future of not just for #Myanmar but for much of South and #SoutheastAsia https://t.co/1JMvl4m5S9 @SC_Humanitarian @save_children @MSF @UnicefAsiaPac @UNmigration @theIRC @HRWBurma @rohingyablogger @FortifyRights @OpRohingya	This is hate speech.
254	contradiction	We are no longer alone: Italian Prime Minister hails #EU migrant distribution a success https://t.co/Tk6LMEPB7f	This is hate speech.
255	contradiction	"Lisdoonvarna, a village earmarked for replacement. Along with a growing number of other towns and cities right across Ireland. Listen to Irish (FG) Minister for 'Equality, Immigration and... https://t.co/1IdSAUwiyM"	This is hate speech.
256	entailment	Let's build that wall.#BuildThatWall	This is hate speech.
256	contradiction	Let's build that wall.#BuildThatWall	This is targeted hate.
256	entailment	Let's build that wall.#BuildThatWall	This is aggressive hate.
257	contradiction	US Supreme Court Upholds Donald Trump's Immigration Travel Ban (for now) https://t.co/R74RVk96DN via @YouTube	This is hate speech.
258	contradiction	Worker charged with sexually molesting eight children at immigrant shelter https://t.co/w3eLVGJcUi #sasc #colga #speakup #speakout	This is hate speech.
259	contradiction	Guatemalan mother separated from her 7-year-old daughter waits https://t.co/DbVk2EYt9A	This is hate speech.
260	contradiction	"Instead of making Illinois a welcoming state, @BruceRauner has turned his back on our immigrant communities and has a series of bills sitting on his desk #ilgov #twill https://t.co/NtZNnPkNrm"	This is hate speech.
261	entailment	@liberal_party I was in Toronto last year. It no longer looked like Canada. Very sad situation. The Canadians were good people.https://t.co/7bHGpS1cH0Stop immigration. Start deportations. We have the right to our homelands.	This is hate speech.
261	contradiction	@liberal_party I was in Toronto last year. It no longer looked like Canada. Very sad situation. The Canadians were good people.https://t.co/7bHGpS1cH0Stop immigration. Start deportations. We have the right to our homelands.	This is targeted hate.
261	entailment	@liberal_party I was in Toronto last year. It no longer looked like Canada. Very sad situation. The Canadians were good people.https://t.co/7bHGpS1cH0Stop immigration. Start deportations. We have the right to our homelands.	This is aggressive hate.
262	entailment	"Democratic PATRIOTS pls call your representatives and demand #Kavanaugh be confirmed, esp if up for re-election. .@PressSec .@realDonaldTrump .@GenFlynn #SaturdayMotivation #USOpen2018 .@reba .@katyperry .@johnrich #MAGA #BuildThatWall #RedNationRising #WalkAway"	This is hate speech.
262	contradiction	"Democratic PATRIOTS pls call your representatives and demand #Kavanaugh be confirmed, esp if up for re-election. .@PressSec .@realDonaldTrump .@GenFlynn #SaturdayMotivation #USOpen2018 .@reba .@katyperry .@johnrich #MAGA #BuildThatWall #RedNationRising #WalkAway"	This is targeted hate.
262	entailment	"Democratic PATRIOTS pls call your representatives and demand #Kavanaugh be confirmed, esp if up for re-election. .@PressSec .@realDonaldTrump .@GenFlynn #SaturdayMotivation #USOpen2018 .@reba .@katyperry .@johnrich #MAGA #BuildThatWall #RedNationRising #WalkAway"	This is aggressive hate.
263	contradiction	The new anti-migrant national consensus https://t.co/ktZ1Jg59H5	This is hate speech.
264	entailment	Sweden: Migrant raped 92-year old grandmother on Christmas Eve – allowed to remain in Sweden #SWRM #SendThemHome #Sweden #Rapists https://t.co/aDxcQP00Hr via @pamelageller	This is hate speech.
264	contradiction	Sweden: Migrant raped 92-year old grandmother on Christmas Eve – allowed to remain in Sweden #SWRM #SendThemHome #Sweden #Rapists https://t.co/aDxcQP00Hr via @pamelageller	This is targeted hate.
264	contradiction	Sweden: Migrant raped 92-year old grandmother on Christmas Eve – allowed to remain in Sweden #SWRM #SendThemHome #Sweden #Rapists https://t.co/aDxcQP00Hr via @pamelageller	This is aggressive hate.
265	contradiction	Right on.  https://t.co/lT9NGugnfe	This is hate speech.
266	contradiction	"I have an immigrant mentality, which is that the job can be taken away at any time, so make sure you earn it every day,”   How  Pepsi’s Indra Nooyi Learned To Be A CEO https://t.co/tgGKsLYJEe"	This is hate speech.
267	contradiction	"Join @survivepunish for a teach-in about surviving violence, ICE and the experiences of criminalized immigrant survivors this Thursday in SF https://t.co/zeTEn27F73 https://t.co/M3UKVv0j55"	This is hate speech.
268	contradiction	Polish Prime Minister Mateusz Morawiecki insisted that Poland would push  against any discussion on refugee relocations as part of the EU’s  migration politics.https://t.co/AkuP6sjzfK	This is hate speech.
269	entailment	"@DFBHarvard SO WELL SAID, Daniel!His speeches ALL smack of Alinsky; divide & conquer by victimizing one group & calling out the other as bigots, racists, fascist, etc.#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #BackTheBlu"	This is hate speech.
269	contradiction	"@DFBHarvard SO WELL SAID, Daniel!His speeches ALL smack of Alinsky; divide & conquer by victimizing one group & calling out the other as bigots, racists, fascist, etc.#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #BackTheBlu"	This is targeted hate.
269	entailment	"@DFBHarvard SO WELL SAID, Daniel!His speeches ALL smack of Alinsky; divide & conquer by victimizing one group & calling out the other as bigots, racists, fascist, etc.#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #BackTheBlu"	This is aggressive hate.
270	entailment	"@sriharikaranth @AsYouNotWish Here it is not about Refugees or Illegal immigrants. It is about whether one has documents before 1971 or not. Now, it is difficult for slum people and beggars to show valid documents, except the name in voter list. 1st under"	This is hate speech.
270	contradiction	"@sriharikaranth @AsYouNotWish Here it is not about Refugees or Illegal immigrants. It is about whether one has documents before 1971 or not. Now, it is difficult for slum people and beggars to show valid documents, except the name in voter list. 1st under"	This is targeted hate.
270	contradiction	"@sriharikaranth @AsYouNotWish Here it is not about Refugees or Illegal immigrants. It is about whether one has documents before 1971 or not. Now, it is difficult for slum people and beggars to show valid documents, except the name in voter list. 1st under"	This is aggressive hate.
271	contradiction	"Refugees don't choose to be refugees. By definition, refugees have been forced to leave their home country because their lives or safety were threatened.Learn more about refugees by downloading our free e-book ""8 Things You Should Know About Refugees"" âž_x009d_ https://t.co/7FgO8dFr2e https://t.co/IVxoYMn5KM"	This is hate speech.
272	contradiction	Rally To Support Detained Pizza-Worker Immigrant https://t.co/0Yd09XlBtK	This is hate speech.
273	entailment	I'd say electrify the water but that would kill wildlife. #SendThemBack	This is hate speech.
273	contradiction	I'd say electrify the water but that would kill wildlife. #SendThemBack	This is targeted hate.
273	entailment	I'd say electrify the water but that would kill wildlife. #SendThemBack	This is aggressive hate.
274	contradiction	actually both Milo and Alex have a friend in the White House- so ain't nobody ''come' for them- unlike say muslims ot immigrant chilfren https://t.co/uqnZ8oRJ97	This is hate speech.
275	entailment	Good news.We are against illegal immigrants.Bangladeshi must go https://t.co/yhY6HEOtLm your evidence and stay at Assam. https://t.co/34sQqHPM5z	This is hate speech.
275	contradiction	Good news.We are against illegal immigrants.Bangladeshi must go https://t.co/yhY6HEOtLm your evidence and stay at Assam. https://t.co/34sQqHPM5z	This is targeted hate.
275	contradiction	Good news.We are against illegal immigrants.Bangladeshi must go https://t.co/yhY6HEOtLm your evidence and stay at Assam. https://t.co/34sQqHPM5z	This is aggressive hate.
276	entailment	@CBSNews Just deport all these illegal aliens and their kids back to their 3rd world nations. American citizens taxpayers are tired of being robbed by the 3rd world nation paying for these illegal aliens and their kids! #MAGA #BuildTheWall #NoDACA #NoAmne	This is hate speech.
276	contradiction	@CBSNews Just deport all these illegal aliens and their kids back to their 3rd world nations. American citizens taxpayers are tired of being robbed by the 3rd world nation paying for these illegal aliens and their kids! #MAGA #BuildTheWall #NoDACA #NoAmne	This is targeted hate.
276	contradiction	@CBSNews Just deport all these illegal aliens and their kids back to their 3rd world nations. American citizens taxpayers are tired of being robbed by the 3rd world nation paying for these illegal aliens and their kids! #MAGA #BuildTheWall #NoDACA #NoAmne	This is aggressive hate.
277	contradiction	"@Jeremy_Hunt @RoyalAirForce Germans are OK, like the rest of Western Europe, the immigration problem came from the East (Romania) The are partly responsible for the no vote, also the EU being unelected can hardly claim to represent any European nation.."	This is hate speech.
278	contradiction	"Maninder: How I felt, when Immigration New Zealand said ""NO"" to me!: http://t.co/T5oGG0I9Cy via @YouTube"	This is hate speech.
279	contradiction	"""Failing to integrate refugee children risks devastating consequences: Children and youth who are out of school and unemployed are more susceptible to crime, exploitation, abuse and possibly radicalization."" https://t.co/lnwe7uv6Cz"	This is hate speech.
280	entailment	Many lice you will find in Viennese schools. Some refugees has brought us this as gift. To rescue it will cost 30 â‚¬ a person. https://t.co/UAv43Bylfb	This is hate speech.
280	contradiction	Many lice you will find in Viennese schools. Some refugees has brought us this as gift. To rescue it will cost 30 â‚¬ a person. https://t.co/UAv43Bylfb	This is targeted hate.
280	contradiction	Many lice you will find in Viennese schools. Some refugees has brought us this as gift. To rescue it will cost 30 â‚¬ a person. https://t.co/UAv43Bylfb	This is aggressive hate.
281	contradiction	"What a way to damage LasVegas, such stupidity!! MGM turns to never-tested law to sue Vegas shooting victims   https://t.co/zgtqpu2xt5"	This is hate speech.
282	entailment	.⁦@united⁩ how about donating flights to deport the Invaders back to their homeland.  #StopTheInvasion #DeportThemAll  https://t.co/Ry2dah2KeJ	This is hate speech.
282	contradiction	.⁦@united⁩ how about donating flights to deport the Invaders back to their homeland.  #StopTheInvasion #DeportThemAll  https://t.co/Ry2dah2KeJ	This is targeted hate.
282	entailment	.⁦@united⁩ how about donating flights to deport the Invaders back to their homeland.  #StopTheInvasion #DeportThemAll  https://t.co/Ry2dah2KeJ	This is aggressive hate.
283	contradiction	"Russia did it!  Russia di....  Wait, what?  Big scary Russia is helping people go home without being detained etc? https://t.co/CmBZXrKPNV"	This is hate speech.
284	entailment	@Truthdig  Fake News it is not a new Stephen Miller Rule. the Public Charge rule has been part of the U.S #Immigration law  since 1882.  Why Should  U.S Taxpayers give Welfare to Immigrants and import the World's poor  ! #Veterans  #Trump #MAGA https://t.	This is hate speech.
284	contradiction	@Truthdig  Fake News it is not a new Stephen Miller Rule. the Public Charge rule has been part of the U.S #Immigration law  since 1882.  Why Should  U.S Taxpayers give Welfare to Immigrants and import the World's poor  ! #Veterans  #Trump #MAGA https://t.	This is targeted hate.
284	entailment	@Truthdig  Fake News it is not a new Stephen Miller Rule. the Public Charge rule has been part of the U.S #Immigration law  since 1882.  Why Should  U.S Taxpayers give Welfare to Immigrants and import the World's poor  ! #Veterans  #Trump #MAGA https://t.	This is aggressive hate.
285	contradiction	PolitiFact Florida: Bill Nelson claims detained immigrant parents charged $8/minute to call their children. He is such a phony he makes me sick   https://t.co/roQoY8rPAB  Shared from my Google feed	This is hate speech.
286	entailment	@ArvindKejriwal Pl save Delhi from becoming a SLUM CITY&amp;hub of illegal migrants.Pl take LG help in removing encroachments&amp;eviction of IMs	This is hate speech.
286	contradiction	@ArvindKejriwal Pl save Delhi from becoming a SLUM CITY&amp;hub of illegal migrants.Pl take LG help in removing encroachments&amp;eviction of IMs	This is targeted hate.
286	contradiction	@ArvindKejriwal Pl save Delhi from becoming a SLUM CITY&amp;hub of illegal migrants.Pl take LG help in removing encroachments&amp;eviction of IMs	This is aggressive hate.
287	contradiction	As usual the media is giving two sides: a Republican side and a Democrat side on immigration. There are other views by why bother offering those up. How about we allow supply and demand for labor  decide how many cross and let Econ 101 supply and demand decide?	This is hate speech.
288	contradiction	"Netherlands: 1,400 girls per year become sex slaves to ‘˜migrant background’ men | Cape Fear Caller https://t.co/8w23fYwIVr via @TraddyCath"	This is hate speech.
289	contradiction	Books to Help Kids Understand What It’s Like to Be a #Refugee https://t.co/4qybPV8rj1 #WithRefugees @tyrusmaina @Refugees @refugeeaffairs @UNHCR_Kenya @RCKDirector @imaana102	This is hate speech.
290	contradiction	Russian meddling in Syrian refugee repatriation:https://t.co/nCjMUFCJc0	This is hate speech.
291	entailment	"@charliekirk11 We need to improve our country, schools, neighborhoods, hospitals, prisons, by kicking out the illegals. #BuildTheDamnWall #BuildThatWall"	This is hate speech.
291	contradiction	"@charliekirk11 We need to improve our country, schools, neighborhoods, hospitals, prisons, by kicking out the illegals. #BuildTheDamnWall #BuildThatWall"	This is targeted hate.
