tweet_id	gold_label	sentence1	sentence2
29439	contradiction	@USER Kathy the Patriot🗽  YOU HAVE TO LOVE our GREAT PRESIDENT TRUMP!!!  A SPINE OF U.S. STEEL!! CHANGING IT! ON TRADE &amp; EVERYTHING FOR AMERICANS!! #AMERICAFIRST #USA #MAGA #LEADERSHIP &amp; #RESPECT #ECONOMY #JOBS #PEACEthruSTRENGTH #GOD #BLESS #TRUMP &amp; #THEUSA     😀 🗽🗽🗽 😀	This is offensive speech.
74477	contradiction	@USER Wow you liberals really don’t have a sense of humor.🙄	This is offensive speech.
49845	contradiction	@USER I'M SO FUCKING READY	This is offensive speech.
32305	contradiction	@USER Holy moly!! If the catholic people haven't been awakened by this ..... #FalseProphet  #Lunatic	This is offensive speech.
77243	contradiction	@USER Lol yeah per dina he is There everyday per claudia no horse got vet care unless it was for donation example limping etc	This is offensive speech.
73205	contradiction	@USER @USER @USER What a surprise.... same as antifa. BLM and so on and so on. Soros is Americas worst enemy in HISTORY. He believes the only way to take down the USA is from withing. And hes right. But it's not gunna happen.	This is offensive speech.
47311	contradiction	@USER Me too! Her wedding was the best! She is very pretty!	This is offensive speech.
48553	contradiction	@USER @USER No conflict here—don’t look at this.  #Soros involved in violent left agenda of Antifa also.	This is offensive speech.
75689	contradiction	@USER @USER @USER URL any of your announcements every come to fruition or is it basically stealing Labour's ideas to get a few more votes	This is offensive speech.
84102	entailment	4 out of 10 British people are basically full-on racists. 4 out of 10 voters vote for the Conservatives. Coincidence!???!???	This is offensive speech.
84102	entailment	4 out of 10 British people are basically full-on racists. 4 out of 10 voters vote for the Conservatives. Coincidence!???!???	This is targeted offense.
10607	contradiction	#GUNCONTROL advocates must STOP falling all over themselves to assure electorate that they too love the HORRIFIC 2A URL	This is offensive speech.
43913	contradiction	@USER @USER Hi there! We love what a huge fan of Camila Mendes you are! Would it be alright if we used your tweet about her in our promotional material?	This is offensive speech.
98992	entailment	@USER Fuck off	This is offensive speech.
98992	entailment	@USER Fuck off	This is targeted offense.
92056	contradiction	@USER Certainly a weird view toward the Margaret Sanger geonicidal philosophy of aborting minorities.  I’d like to know if the black population that suffers the most shares her opinion	This is offensive speech.
33853	entailment	"@USER @USER The prison system is so fucked.  Why are they still getting away with what is potentially murder with intent if the prisoners die in the hurricane? They did this in Louisiana and like 500 inmates went missing"""""	This is offensive speech.
33853	entailment	"@USER @USER The prison system is so fucked.  Why are they still getting away with what is potentially murder with intent if the prisoners die in the hurricane? They did this in Louisiana and like 500 inmates went missing"""""	This is targeted offense.
75215	entailment	@USER @USER She is useless.  Attempts to do the right thing but never follows through.	This is offensive speech.
75215	entailment	@USER @USER She is useless.  Attempts to do the right thing but never follows through.	This is targeted offense.
96218	contradiction	#WalkAway liberals......Your party is POISON. URL	This is offensive speech.
57013	entailment	@USER Grateful Trump doesn’t have a dog in the White House. He is a cruel man.	This is offensive speech.
57013	entailment	@USER Grateful Trump doesn’t have a dog in the White House. He is a cruel man.	This is targeted offense.
20883	contradiction	@USER You are lying. Stick with the facts. We pay more than that now.	This is offensive speech.
74831	entailment	@USER Trump kicks dem butt - its so fun.	This is offensive speech.
74831	entailment	@USER Trump kicks dem butt - its so fun.	This is targeted offense.
53264	entailment	@USER @USER @USER He is dumb and dumber all in one president.  It's a two for one.	This is offensive speech.
53264	entailment	@USER @USER @USER He is dumb and dumber all in one president.  It's a two for one.	This is targeted offense.
28204	contradiction	#Toxictory minister @USER attempted to expense £50 charity donation! It's what  @USER do!! @USER #Toriesmustgo #DissolveTheUnion  URL	This is offensive speech.
42024	contradiction	@USER ur so straight forword man👌 i saw u in dance dewwane and ur just talk free ky ap kitnay porrany ho industry mein and i really like ur this quality that u even gather with ur senior💚 artist love for #Manmarziyaan 🤠👍	This is offensive speech.
84664	entailment	@USER And this from the clown that should be in prison?	This is offensive speech.
84664	entailment	@USER And this from the clown that should be in prison?	This is targeted offense.
54842	contradiction	@USER @USER @USER @USER did Twitter silence alex jones in retaliation of him asking Twitter jack questions  @USER @USER @USER @USER URL	This is offensive speech.
48995	entailment	@USER Thats because you are an old man.	This is offensive speech.
48995	entailment	@USER Thats because you are an old man.	This is targeted offense.
47153	entailment	@USER @USER @USER They are obstructionists. Anti-american. Pharisees. Ask them what they are running on and you get nothing. Maga!	This is offensive speech.
47153	entailment	@USER @USER @USER They are obstructionists. Anti-american. Pharisees. Ask them what they are running on and you get nothing. Maga!	This is targeted offense.
76826	contradiction	"@USER @USER No you're not..you're here 2 represent the Alinskyite Orwellian Leftist Tool&amp;Fool view on things..like 99.9% of the Marxists&amp;Antifa similar 2U..psst! And B4U use the words fascist or fascism again go ahead &amp; read D'Souza's book The Big Lie""..right now U know SQUAT about either.."""	This is offensive speech.
27645	contradiction	"@USER I do remember. :( But somehow centrist"" antifa-haters can never quite seem to bring themselves to condemn such things."""	This is offensive speech.
64429	entailment	@USER I mean it worked for gun control right? URL	This is offensive speech.
64429	entailment	@USER I mean it worked for gun control right? URL	This is targeted offense.
20943	contradiction	@USER I think the last thing on the WH or Trump's mind is April Ryan. She needs to stop flattering herself. She's not as important as she thinks she is.	This is offensive speech.
78064	contradiction	@USER Principled conservatives are #Hypocrickets	This is offensive speech.
14122	contradiction	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Don't forget @USER &amp; Democrat backed #Antifa	This is offensive speech.
72353	contradiction	@USER She is a beautiful person to teach values to her kids. Teaching them they are royalty but keep to keep it from going to their heads. Stay real ❤️	This is offensive speech.
39051	contradiction	@USER Bring out his Antifa criminal son to campaign for him	This is offensive speech.
54546	contradiction	@USER @USER I didn’t watch and will not watch @USER Watching the September 11th stories and how we came together and stood shoulder to shoulder made me proud even with all of our issues yet the people playing a damn game cannot stand for this moment—protest on a Saturday.	This is offensive speech.
50759	contradiction	A tear is made of 1% water and 99% feelings.	This is offensive speech.
75992	contradiction	"@USER @USER Trump addresses gun control representing the NRA.  I will not let you down"" he says. URL"	This is offensive speech.
45068	entailment	@USER She is drinking so much koolaid she’s bloated.	This is offensive speech.
45068	entailment	@USER She is drinking so much koolaid she’s bloated.	This is targeted offense.
17259	contradiction	@USER Holder needs to be prosecuted	This is offensive speech.
95225	contradiction	@USER But... But... BOTH PLAYERS WERE WOMEN. And BOTH WERE WOMEN OF COLOR!	This is offensive speech.
84667	entailment	@USER @USER @USER @USER The Institution only let her tweet when she behaves. She is a Window Licker!!!!	This is offensive speech.
84667	entailment	@USER @USER @USER @USER The Institution only let her tweet when she behaves. She is a Window Licker!!!!	This is targeted offense.
14574	contradiction	*babysitting 3 kids*  people:”how old do you think she is?” “she has three kids”  me:*dont get mad. don’t get mad. they don’t know. they don’t know*	This is offensive speech.
23784	contradiction	@USER well...? URL	This is offensive speech.
93119	entailment	WTC This is a threat!!! ..@USER #Maga #QAnon #WakeUpAmerica URL	This is offensive speech.
93119	entailment	WTC This is a threat!!! ..@USER #Maga #QAnon #WakeUpAmerica URL	This is targeted offense.
30115	contradiction	"@USER It's easily digestible content.   There's no need for nuance or to even understand the story.  They can show a picture of an ANTIFA"" and get the base level emotional response their content requires in order to be profitable."""	This is offensive speech.
69281	contradiction	@USER @USER Try looking for plain old democrats.  The liberals are the ones which you can’t have a conversation with.	This is offensive speech.
15322	contradiction	@USER Great news! Old moonbeam Just went into a coma! 😂	This is offensive speech.
75089	contradiction	@USER OMG HE IS SO EXTRA ILY	This is offensive speech.
21379	entailment	@USER @USER @USER Please call trump out for what he is...a NARCISSISTIC SOCIOPATH!	This is offensive speech.
21379	entailment	@USER @USER @USER Please call trump out for what he is...a NARCISSISTIC SOCIOPATH!	This is targeted offense.
43133	contradiction	@USER @USER Unfortunately in America a system like that would be called racist. Liberals believe exams are racist against minority groups.	This is offensive speech.
52102	contradiction	@USER I know! She is still alive....but wondering if her career was railroaded? Odd! Loved her...especially that day!	This is offensive speech.
59537	contradiction	@USER @USER Guy you are always present...bet why? Lol	This is offensive speech.
44209	contradiction	@USER @USER what a baby! URL	This is offensive speech.
96664	contradiction	@USER you are very persuasive fam	This is offensive speech.
12559	contradiction	@USER THAT'S NOTHING NEW SHE WAS GOING TO VOTE NO ANYWAY.....WE WILL VOTE NO TO LIBERALS IN NOVEMBER.... URL	This is offensive speech.
61914	contradiction	@USER Burt. A cool dude.	This is offensive speech.
32317	contradiction	#MAGA! IF YOU ARE ALL IN FOR #TRUMP FOLLOW ME AND I WILL FOLLOW BACK.	This is offensive speech.
94767	contradiction	@USER thank u!! i’m finally at the point where i’m okay with using heat on it again i’m so happy	This is offensive speech.
64835	contradiction	@USER Kind of like what trump does all the time huh?	This is offensive speech.
41353	contradiction	@USER Because a former Antifa in the white house and they do not arrest her and a citizen if they arrest someone explain to me.	This is offensive speech.
52252	entailment	@USER Fuck em	This is offensive speech.
52252	entailment	@USER Fuck em	This is targeted offense.
91001	entailment	@USER Good move....he is the big loser	This is offensive speech.
91001	entailment	@USER Good move....he is the big loser	This is targeted offense.
18495	contradiction	@USER Let's get to the bottom of this! DM me your zipcode and I'll check it out.  We have your back and we will make sure you are enjoying the BEST that TV has to offer ASAP! *NevinBruce	This is offensive speech.
76680	contradiction	@USER @USER @USER @USER For the record I know Doug Jones personally and he is only a Sen. Bc we had no other credible choice. He won’t be at the next election.	This is offensive speech.
88013	contradiction	@USER The president’s feelings are totally opposite of CNN’s feelings. So what does that say about CNN? They’re all liberals.	This is offensive speech.
66349	entailment	"@USER it's literally a narrative that is on par with Nazis punch, antifa punch, they are two sides of the same coin."" noooOOoOo one of these groups wants to exterminate or deport all PoC and Jews, the other just wants to prevent them from doing that, and this comparison benefits fash"""	This is offensive speech.
80561	entailment	@USER @USER There are many dumb arguments for gun control but this may be the dumbest and most common.	This is offensive speech.
80561	entailment	@USER @USER There are many dumb arguments for gun control but this may be the dumbest and most common.	This is targeted offense.
16052	contradiction	@USER she is idk what's going on	This is offensive speech.
49996	contradiction	@USER @USER Yall need to chill he is having a really abysmal 2nd half. Rizzo had an abysmal 1st half. Its baseball it happens. Does he have things he still needs to work on yes. Has the power numbers dropped yes..... but he could bounce back at anytime. URL	This is offensive speech.
77086	contradiction	@USER Dude you are old!!! Lmao. PS: Go Pack Go!!!	This is offensive speech.
10972	contradiction	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER That's why Trump supporters can't even wear a hat without being abused. If they meet the animals on the left attack them. Antifa is a branch of the Communist-Socialist-Nazis Democrat Party.	This is offensive speech.
69160	contradiction	@USER The laughs I’ve gotten from you are enough. 😌	This is offensive speech.
28380	contradiction	@USER @USER @USER well?	This is offensive speech.
40252	contradiction	@USER @USER @USER First of all— they don’t even have pizza at Panera	This is offensive speech.
39907	entailment	@USER @USER @USER please don't kill me. antifa on the other hand...	This is offensive speech.
39907	entailment	@USER @USER @USER please don't kill me. antifa on the other hand...	This is targeted offense.
16164	contradiction	@USER Did you see Shanahan say Spoon was not 100% healthy this game? Obviously no excuses if you’re out there BUT maybe it’s not the “all is doom” sort of thing it seemed during the game. Maybe he is still pretty good.	This is offensive speech.
52824	contradiction	@USER Good girl @USER	This is offensive speech.
77294	entailment	@USER @USER She is an ugly black hearted troll URL	This is offensive speech.
77294	entailment	@USER @USER She is an ugly black hearted troll URL	This is targeted offense.
13420	contradiction	@USER @USER @USER You are clearly not a pokemon master! I have almost 400 in rare candy alone. Over 150 legacy moveset pokemon. It just all depends on what you like to keep as collection pieces and what you value in the game.	This is offensive speech.
16940	entailment	@USER Dont believe the hype.	This is offensive speech.
83816	contradiction	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Followed all new - MAGA.  Please follow back.	This is offensive speech.
99156	contradiction	#Protests Reported in #Sunderland  Except these are #football fan and one #flag says #WestBrom on it?!  Getting worse now even as I type?!  #MAGA #MEGA #MBGA #MCGA #Conservatives #Patriots #Muslims #FarLeft #Leftists (doomed to lose but do not realises it) #CivilWar soon? URL	This is offensive speech.
11255	contradiction	"@USER Liberals would still vote for him. They'll claim his comments were Taken out of context and that he is still a man of integrity."""""	This is offensive speech.
28841	entailment	@USER @USER We have been saved from you! MAGA!	This is offensive speech.
28841	entailment	@USER @USER We have been saved from you! MAGA!	This is targeted offense.
79060	contradiction	@USER You are bringing up honor and decency? With that yoyo in the picture? That's rich.	This is offensive speech.
71682	contradiction	@USER Good riddance.	This is offensive speech.
17577	contradiction	@USER She is a goddess	This is offensive speech.
27503	contradiction	"@USER Omg xD The worst (or the best, in my case is the best cuase it made me laught) part was her asking is he dead? does that hurts? poor thing..."" and the rest standin there like ""....nope he is no suffering"" ""so he is dead!"" ""...yeah, pretty dead"""""	This is offensive speech.
59998	entailment	"@USER You can probably imagine all the SJW snowflakes that don't feel safe"" working where there might be conservatives lurking in the shadows.  Conservatives are now the Ruskies of the 21st century."""	This is offensive speech.
59998	entailment	"@USER You can probably imagine all the SJW snowflakes that don't feel safe"" working where there might be conservatives lurking in the shadows.  Conservatives are now the Ruskies of the 21st century."""	This is targeted offense.
81119	contradiction	@USER @USER I see May in the same light as yourself. Even the last election was about her and not the Conservatives.  A split is coming to the Tory partyvery soon!	This is offensive speech.
28812	entailment	@USER This all I get 😢 damn these haters deleting you IG for no reason... URL	This is offensive speech.
28812	entailment	@USER This all I get 😢 damn these haters deleting you IG for no reason... URL	This is targeted offense.
84131	contradiction	@USER Do you think Canadian liberals will actually blame Trudeau if he costs them this? Or as per standard push it off on us?	This is offensive speech.
23179	contradiction	@USER    You warned everyone about Josh Gordon the last 4 months on a daily basis.  I'm sure you are as shocked as I am of what transpired today.	This is offensive speech.
28601	contradiction	@USER @USER @USER Why can't liberals read??????  READ it AGAIN URL	This is offensive speech.
64776	entailment	@USER SJSHSJ THATS MY JOB BITCH	This is offensive speech.
64776	entailment	@USER SJSHSJ THATS MY JOB BITCH	This is targeted offense.
95712	contradiction	@USER Do they discuss Haiti?	This is offensive speech.
69972	entailment	@USER @USER @USER What part of NO COLLUSION don't you get??? This is why you are a dumocrat	This is offensive speech.
69972	entailment	@USER @USER @USER What part of NO COLLUSION don't you get??? This is why you are a dumocrat	This is targeted offense.
37115	contradiction	@USER He is very skilled😂😂	This is offensive speech.
80696	contradiction	@USER You are amazing 💛💛💛	This is offensive speech.
68163	contradiction	@USER Fist pump was for the troops.	This is offensive speech.
96789	entailment	"@USER if the reason for Farakans illegal values are because he is black or Muslim, that would be a reason to detest him. I believe his illegal values are simply a result of bad character, like his supporters!"""	This is offensive speech.
96789	entailment	"@USER if the reason for Farakans illegal values are because he is black or Muslim, that would be a reason to detest him. I believe his illegal values are simply a result of bad character, like his supporters!"""	This is targeted offense.
68629	entailment	@USER Let the leftist democrats riot in the streets with their antifa counterparts.	This is offensive speech.
68629	entailment	@USER Let the leftist democrats riot in the streets with their antifa counterparts.	This is targeted offense.
66109	contradiction	@USER I thought Canada had strict gun control.  Help me understand what is happening.	This is offensive speech.
19419	contradiction	@USER They don’t want you following people because they don’t like conservatives! Sickening  how biased Twitter’s management is. #TwitterLeftBias	This is offensive speech.
32942	contradiction	@USER He is doing life tho😑	This is offensive speech.
74285	contradiction	@USER It's SO VERY IMPORTANT between now and the midterms to get the word out that all the #democrats want people of color to believe is they support them - which as you know is SO false. How can the word spread even more to those who need to know? #MAGA #NAACP	This is offensive speech.
77319	entailment	@USER @USER ANTIFA is not giving death threats to professor Ford or threatening violence if their candidate loses or Spanky is impeached.	This is offensive speech.
77319	entailment	@USER @USER ANTIFA is not giving death threats to professor Ford or threatening violence if their candidate loses or Spanky is impeached.	This is targeted offense.
30517	contradiction	@USER @USER @USER Have you seen or listened to your ANTIFA pals?	This is offensive speech.
69077	contradiction	@USER @USER In case of antifa take a little bat or something. Good for you- more of should do that kind of thing.	This is offensive speech.
67758	contradiction	@USER Your titles scare me a little bit. ;-)	This is offensive speech.
35944	contradiction	@USER &gt;Eradicating HIV and Malaria in the middle of Africa  Good bloody luck	This is offensive speech.
48223	contradiction	@USER @USER The only interaction of Tory volunteers with FCP volunteers that I witnessed today was the one demanding that our float be moved to the back of the parade. #ableg #cdnpoli	This is offensive speech.
47168	contradiction	@USER And who seems to be getting things done.	This is offensive speech.
53947	contradiction	I added a video to a @USER playlist URL Combat mon frere vs Ismael et Maga assassin vs David le boxer (YFC 2)	This is offensive speech.
49504	entailment	@USER So has the Law changed...you just make an allegation now days and your guilty until proven innocent. Liberals are mentally ill!	This is offensive speech.
49504	entailment	@USER So has the Law changed...you just make an allegation now days and your guilty until proven innocent. Liberals are mentally ill!	This is targeted offense.
66291	contradiction	@USER Straight up different.  Thank Joe Biden for that one.  I also wonder the outcome if her name had been Antifa Hill.	This is offensive speech.
31229	entailment	@USER This game sucks donkey balls	This is offensive speech.
31229	entailment	@USER This game sucks donkey balls	This is targeted offense.
75850	contradiction	@USER Yo for real you are gorgeous	This is offensive speech.
88546	entailment	@USER Absolutely should be a nail in the coffin.... for Hilliary	This is offensive speech.
88546	entailment	@USER Absolutely should be a nail in the coffin.... for Hilliary	This is targeted offense.
29241	contradiction	@USER @USER I hope he gets on twitter so I can tell him how amazing he is. ❤😄	This is offensive speech.
19842	contradiction	@USER Who are “they” Gun control has been tried and is a proven failure. This is why people don’t vote democrat. They refuse to admit reality. Gun control doesn’t work.	This is offensive speech.
69232	contradiction	@USER So the overwhelming liberals in the populated states can make policy for the rest of America with whom they have no clue about.  Just because California has the biggest population does not mean the U.S. shares in their values.  Get a clue Hillary.	This is offensive speech.
36471	contradiction	@USER @USER Doesn't he partly fund Antifa?	This is offensive speech.
32897	entailment	@USER He is a DUMBASS !!!!!	This is offensive speech.
32897	entailment	@USER He is a DUMBASS !!!!!	This is targeted offense.
62072	entailment	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER ...and #LeviStrauss wanting gun control How many of us wonder why the heck do they want our freedoms taken away ~ or is it just selective freedoms? URL	This is offensive speech.
62072	entailment	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER ...and #LeviStrauss wanting gun control How many of us wonder why the heck do they want our freedoms taken away ~ or is it just selective freedoms? URL	This is targeted offense.
95444	entailment	@USER At this point in time... I don't think Pres. Trump gives a sh*t... and neither do I! LOL URL	This is offensive speech.
95444	entailment	@USER At this point in time... I don't think Pres. Trump gives a sh*t... and neither do I! LOL URL	This is targeted offense.
51172	contradiction	@USER @USER O.K. Conservatives get to the polls. Vote red.	This is offensive speech.
62481	entailment	@USER donnie jr. you and your family owe the country an apology for taking your criminal activities into OUR White House You are lining your pockets while your father is unfit and making a mockery of our republic. Shame on you and your family. Justice will prevail	This is offensive speech.
62481	entailment	@USER donnie jr. you and your family owe the country an apology for taking your criminal activities into OUR White House You are lining your pockets while your father is unfit and making a mockery of our republic. Shame on you and your family. Justice will prevail	This is targeted offense.
71895	contradiction	"A Harvard/Harris Poll conducted this year found that 48 percent of black Americans said they would like to see between only one and 250,000 legal immigrants brought to the U.S. a year."" URL #MAGA #tcot"""	This is offensive speech.
78366	contradiction	@USER Any doubt that @USER have officially become The National Socialist American Workers Party is gone. With ppl like those on @USER and @USER acting as Der Sturmer and #Antifa as their Einsatzgruppen/Waffen SS detachment.	This is offensive speech.
39021	entailment	@USER Oh my Carmen. He is SO FRICKING CUTE	This is offensive speech.
